trial_id,phase_id,phase_label,ramp_configuration,ramps_up,ramps_down,turns_per_block,speed_factor,headway_arrival_min,corner_delay_per_turn_min,service_time_min,arrival_rate_blocks_per_min,service_rate_blocks_per_min,utilization,per_ramp_capacity_blocks_per_hour,total_capacity_blocks_per_hour,mean_corner_queue_length,waiting_probability,blocking_probability,mc_settings
72,1,Phase 1,16 straight edge-ramps,12,4,0.0,0.9542643218623181,4.814493743962449,0.0,4.191710732927436,0.2077061583586097,0.23856608046557953,0.8706441332869099,14.313964827934772,171.76757793521728,0.12495638306389618,0.8706441332869099,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
73,1,Phase 1,16 straight edge-ramps,12,4,0.0,1.176701536634083,3.6225584374894884,0.0,3.3993326901245253,0.2760479968110664,0.29417538415852074,0.9383789796032488,17.650523049511243,211.8062765941349,0.30471292486492374,0.9383789796032488,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
74,1,Phase 1,16 straight edge-ramps,12,4,0.0,0.8669697429326704,4.600320638797905,0.0,4.613771163996255,0.2173761523417,0.2167424357331676,1.0029238234145923,13.004546143990055,156.05455372788066,10.029238234145923,1.0,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
75,1,Phase 1,16 straight edge-ramps,12,4,0.0,0.779151370844533,3.338394531760562,0.0,5.133790621024441,0.2995451827177036,0.19478784271113328,1.537802249609199,11.687270562667997,140.24724675201597,15.37802249609199,1.0,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
76,1,Phase 1,16 straight edge-ramps,12,4,0.0,0.8906919460109983,4.491140792001879,0.0,4.490890501383975,0.22266057696985725,0.22267298650274955,0.9999442701466074,13.360379190164974,160.32455028197967,9.999442701466073,0.9999442701466074,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
77,1,Phase 1,16 straight edge-ramps,12,4,0.0,0.8967968788833418,4.114053882774862,0.0,4.460318823790568,0.24306925200637292,0.22419921972083545,1.0841663602087186,13.451953183250128,161.42343819900154,10.841663602087184,1.0,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
78,1,Phase 1,16 straight edge-ramps,12,4,0.0,1.0809582573634475,3.3500339507887444,0.0,3.700420411937416,0.2985044374742997,0.2702395643408619,1.104591913483795,16.214373860451712,194.57248632542053,11.045919134837948,1.0,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
79,1,Phase 1,16 straight edge-ramps,12,4,0.0,1.0285160761706391,4.436174498875217,0.0,3.889098180062251,0.22541944647433232,0.2571290190426598,0.8766783590339658,15.427741142559587,185.13289371071505,0.13289373185299688,0.8766783590339658,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
80,1,Phase 1,16 straight edge-ramps,12,4,0.0,1.1419491045532069,4.427512226912855,0.0,3.5027830785549936,0.22586047169366352,0.2854872761383017,0.7911402383630136,17.129236568298104,205.55083881957725,0.06390213814284326,0.7911402383630136,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
81,1,Phase 1,16 straight edge-ramps,12,4,0.0,1.0821567701636938,4.030870458286881,0.0,3.69632211365728,0.2480853727125232,0.27053919254092346,0.9170034492322079,16.23235155245541,194.7882186294649,0.2160454451416253,0.9170034492322079,0.0,"±25% speed; ±1 min headway; lognormal corner delays (median 2.8 min, σ=0.35)"
