Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
55;17424;2;8712;5.00;4.23;43560.00;36814.77;0.23269;0.19666
56;17161;2;8580;5.00;4.27;42900.00;36641.80;0.22917;0.19574
57;17161;2;8580;5.00;4.32;42900.00;37028.70;0.22917;0.19780
58;16900;2;8450;5.00;4.36;42250.00;36850.70;0.22569;0.19685
59;16641;2;8320;5.00;4.41;41600.00;36662.87;0.22222;0.19585
60;16384;2;8192;5.00;4.45;40960.00;36474.00;0.21880;0.19484
61;16129;2;8064;5.00;4.50;40320.00;36275.25;0.21538;0.19378
62;15876;2;7938;5.00;4.54;39690.00;36075.62;0.21202;0.19271
63;15625;2;7812;5.00;4.59;39060.00;35866.08;0.20865;0.19159
64;15376;2;7688;5.00;4.64;38440.00;35655.81;0.20534;0.19047
65;15376;2;7688;5.00;4.68;38440.00;36016.53;0.20534;0.19240
66;15129;2;7564;5.00;4.73;37820.00;35792.16;0.20203;0.19120
67;14884;2;7442;5.00;4.78;37210.00;35567.26;0.19877;0.19000
68;14641;2;7320;5.00;4.83;36600.00;35332.36;0.19551;0.18874
69;14400;2;7200;5.00;4.87;36000.00;35097.12;0.19231;0.18748
70;14161;2;7080;5.00;4.92;35400.00;34851.89;0.18910;0.18617
71;13924;2;6962;5.00;4.97;34810.00;34606.51;0.18595;0.18486
72;13689;2;6844;5.00;5.02;34220.00;34351.16;0.18280;0.18350
73;13689;2;6844;5.00;5.07;34220.00;34683.74;0.18280;0.18528
74;13456;2;6728;5.00;5.12;33640.00;34424.18;0.17970;0.18389
75;13225;2;6612;5.00;5.17;33060.00;34154.60;0.17660;0.18245
76;12996;2;6498;5.00;5.21;32490.00;33885.36;0.17356;0.18101
77;12769;2;6384;5.00;5.26;31920.00;33606.15;0.17051;0.17952
78;12544;2;6272;5.00;5.31;31360.00;33327.51;0.16752;0.17803
79;12321;2;6160;5.00;5.36;30800.00;33038.95;0.16453;0.17649
80;12321;2;6160;5.00;5.41;30800.00;33346.69;0.16453;0.17813
81;12100;2;6050;5.00;5.46;30250.00;33054.59;0.16159;0.17657
82;11881;2;5940;5.00;5.51;29700.00;32752.56;0.15865;0.17496
83;11664;2;5832;5.00;5.56;29160.00;32451.67;0.15577;0.17335
84;11449;2;5724;5.00;5.62;28620.00;32140.91;0.15288;0.17169
85;11236;2;5618;5.00;5.67;28090.00;31831.55;0.15005;0.17004
86;11025;2;5512;5.00;5.72;27560.00;31512.40;0.14722;0.16834
87;10816;2;5408;5.00;5.77;27040.00;31194.92;0.14444;0.16664
88;10816;2;5408;5.00;5.82;27040.00;31472.97;0.14444;0.16812
89;10609;2;5304;5.00;5.87;26520.00;31141.36;0.14167;0.16635
90;10404;2;5202;5.00;5.92;26010.00;30811.77;0.13894;0.16459
91;10201;2;5100;5.00;5.98;25500.00;30472.50;0.13622;0.16278
92;10000;2;5000;5.00;6.03;25000.00;30135.55;0.13355;0.16098
93;9801;2;4900;5.00;6.08;24500.00;29789.01;0.13088;0.15913
94;9604;2;4802;5.00;6.13;24010.00;29445.08;0.12826;0.15729
95;9409;2;4704;5.00;6.18;23520.00;29091.67;0.12564;0.15540
96;9409;2;4704;5.00;6.24;23520.00;29339.96;0.12564;0.15673
97;9216;2;4608;5.00;6.29;23040.00;28985.17;0.12308;0.15484
98;9025;2;4512;5.00;6.34;22560.00;28620.95;0.12051;0.15289
99;8836;2;4418;5.00;6.40;22090.00;28260.05;0.11800;0.15096
100;8649;2;4324;5.00;6.45;21620.00;27889.83;0.11549;0.14898
101;8464;2;4232;5.00;6.50;21160.00;27523.25;0.11303;0.14703
102;8281;2;4140;5.00;6.56;20700.00;27147.47;0.11058;0.14502
103;8100;2;4050;5.00;6.61;20250.00;26775.66;0.10817;0.14303
104;7921;2;3960;5.00;6.67;19800.00;26394.77;0.10577;0.14100
105;7744;2;3872;5.00;6.72;19360.00;26018.19;0.10342;0.13899
106;7744;2;3872;5.00;6.77;19360.00;26228.76;0.10342;0.14011
107;7569;2;3784;5.00;6.83;18920.00;25839.03;0.10107;0.13803
108;7396;2;3698;5.00;6.88;18490.00;25454.02;0.09877;0.13597
109;7225;2;3612;5.00;6.94;18060.00;25060.16;0.09647;0.13387
110;7056;2;3528;5.00;6.99;17640.00;24671.38;0.09423;0.13179
111;6889;2;3444;5.00;7.05;17220.00;24273.88;0.09199;0.12967
112;6724;2;3362;5.00;7.10;16810.00;23881.83;0.08980;0.12757
113;6561;2;3280;5.00;7.16;16400.00;23481.20;0.08761;0.12543
114;6561;2;3280;5.00;7.21;16400.00;23663.53;0.08761;0.12641
115;6400;2;3200;5.00;7.27;16000.00;23264.72;0.08547;0.12428
116;6241;2;3120;5.00;7.33;15600.00;22857.45;0.08333;0.12210
117;6084;2;3042;5.00;7.38;15210.00;22456.44;0.08125;0.11996
118;5929;2;2964;5.00;7.44;14820.00;22047.13;0.07917;0.11777
119;5776;2;2888;5.00;7.49;14440.00;21644.44;0.07714;0.11562
120;5625;2;2812;5.00;7.55;14060.00;21233.60;0.07511;0.11343
121;5476;2;2738;5.00;7.61;13690.00;20829.79;0.07313;0.11127
122;5476;2;2738;5.00;7.66;13690.00;20985.13;0.07313;0.11210
123;5329;2;2664;5.00;7.72;13320.00;20569.48;0.07115;0.10988
124;5184;2;2592;5.00;7.78;12960.00;20161.33;0.06923;0.10770
125;5041;2;2520;5.00;7.84;12600.00;19745.32;0.06731;0.10548
126;4900;2;2450;5.00;7.89;12250.00;19337.20;0.06544;0.10330
127;4761;2;2380;5.00;7.95;11900.00;18921.39;0.06357;0.10108
128;4624;2;2312;5.00;8.01;11560.00;18513.86;0.06175;0.09890
129;4624;2;2312;5.00;8.07;11560.00;18647.26;0.06175;0.09961
130;4489;2;2244;5.00;8.12;11220.00;18228.59;0.05994;0.09737
131;4356;2;2178;5.00;8.18;10890.00;17818.70;0.05817;0.09519
132;4225;2;2112;5.00;8.24;10560.00;17401.44;0.05641;0.09296
133;4096;2;2048;5.00;8.30;10240.00;16993.38;0.05470;0.09078
134;3969;2;1984;5.00;8.36;9920.00;16578.13;0.05299;0.08856
135;3844;2;1922;5.00;8.41;9610.00;16172.49;0.05134;0.08639
136;3721;2;1860;5.00;8.47;9300.00;15759.84;0.04968;0.08419
137;3721;2;1860;5.00;8.53;9300.00;15869.12;0.04968;0.08477
138;3600;2;1800;5.00;8.59;9000.00;15463.20;0.04808;0.08260
139;3481;2;1740;5.00;8.65;8700.00;15050.44;0.04647;0.08040
140;3364;2;1682;5.00;8.71;8410.00;14648.22;0.04493;0.07825
141;3249;2;1624;5.00;8.77;8120.00;14239.36;0.04338;0.07606
142;3136;2;1568;5.00;8.83;7840.00;13841.47;0.04188;0.07394
143;3025;2;1512;5.00;8.89;7560.00;13437.12;0.04038;0.07178
144;2916;2;1458;5.00;8.95;7290.00;13044.18;0.03894;0.06968
145;2916;2;1458;5.00;9.01;7290.00;13131.32;0.03894;0.07015
146;2809;2;1404;5.00;9.07;7020.00;12729.06;0.03750;0.06800
147;2704;2;1352;5.00;9.13;6760.00;12338.75;0.03611;0.06591
148;2601;2;1300;5.00;9.19;6500.00;11942.35;0.03472;0.06379
149;2500;2;1250;5.00;9.25;6250.00;11558.35;0.03339;0.06174
150;2401;2;1200;5.00;9.31;6000.00;11168.47;0.03205;0.05966
151;2304;2;1152;5.00;9.37;5760.00;10791.43;0.03077;0.05765
152;2209;2;1104;5.00;9.43;5520.00;10408.71;0.02949;0.05560
153;2116;2;1058;5.00;9.49;5290.00;10039.28;0.02826;0.05363
154;2025;2;1012;5.00;9.55;5060.00;9664.38;0.02703;0.05163
155;1936;2;968;5.00;9.61;4840.00;9303.21;0.02585;0.04970
156;1936;2;968;5.00;9.67;4840.00;9362.35;0.02585;0.05001
157;1849;2;924;5.00;9.73;4620.00;8993.35;0.02468;0.04804
158;1764;2;882;5.00;9.79;4410.00;8638.66;0.02356;0.04615
159;1681;2;840;5.00;9.86;4200.00;8278.91;0.02244;0.04422
160;1600;2;800;5.00;9.92;4000.00;7933.92;0.02137;0.04238
161;1521;2;760;5.00;9.98;3800.00;7584.10;0.02030;0.04051
162;1444;2;722;5.00;10.04;3610.00;7249.51;0.01928;0.03873
163;1369;2;684;5.00;10.10;3420.00;6910.30;0.01827;0.03691
164;1296;2;648;5.00;10.16;3240.00;6586.79;0.01731;0.03519
165;1296;2;648;5.00;10.23;3240.00;6627.06;0.01731;0.03540
166;1225;2;612;5.00;10.29;3060.00;6296.98;0.01635;0.03364
167;1156;2;578;5.00;10.35;2890.00;5983.20;0.01544;0.03196
168;1089;2;544;5.00;10.41;2720.00;5665.23;0.01453;0.03026
169;1024;2;512;5.00;10.48;2560.00;5364.02;0.01368;0.02865
170;961;2;480;5.00;10.54;2400.00;5058.87;0.01282;0.02702
171;900;2;450;5.00;10.60;2250.00;4770.95;0.01202;0.02549
172;841;2;420;5.00;10.67;2100.00;4479.31;0.01122;0.02393
173;784;2;392;5.00;10.73;1960.00;4205.40;0.01047;0.02246
174;784;2;392;5.00;10.79;1960.00;4230.15;0.01047;0.02260
175;729;2;364;5.00;10.85;1820.00;3951.02;0.00972;0.02111
176;676;2;338;5.00;10.92;1690.00;3690.21;0.00903;0.01971
177;625;2;312;5.00;10.98;1560.00;3426.15;0.00833;0.01830
178;576;2;288;5.00;11.04;1440.00;3180.91;0.00769;0.01699
179;529;2;264;5.00;11.11;1320.00;2932.64;0.00705;0.01567
180;484;2;242;5.00;11.17;1210.00;2703.69;0.00646;0.01444
181;441;2;220;5.00;11.24;1100.00;2471.96;0.00588;0.01320
182;400;2;200;5.00;11.30;1000.00;2260.03;0.00534;0.01207
183;361;2;180;5.00;11.36;900.00;2045.57;0.00481;0.01093
184;324;2;162;5.00;11.43;810.00;1851.41;0.00433;0.00989
185;289;2;144;5.00;11.49;720.00;1654.96;0.00385;0.00884
186;256;2;128;5.00;11.56;640.00;1479.32;0.00342;0.00790
187;256;2;128;5.00;11.62;640.00;1487.58;0.00342;0.00795
188;225;2;112;5.00;11.69;560.00;1308.87;0.00299;0.00699
189;196;2;98;5.00;11.75;490.00;1151.61;0.00262;0.00615
190;169;2;84;5.00;11.82;420.00;992.54;0.00224;0.00530
191;144;2;72;5.00;11.88;360.00;855.42;0.00192;0.00457
192;144;2;72;5.00;11.95;360.00;860.10;0.00192;0.00459
193;121;2;60;5.00;12.01;300.00;720.66;0.00160;0.00385
194;81;2;40;5.00;12.08;200.00;483.05;0.00107;0.00258
195;81;2;40;5.00;12.14;200.00;485.66;0.00107;0.00259
196;64;2;32;5.00;12.21;160.00;390.62;0.00085;0.00209
197;49;2;24;5.00;12.27;120.00;294.54;0.00064;0.00157
198;36;2;18;5.00;12.34;90.00;222.09;0.00048;0.00119
199;25;2;12;5.00;12.40;60.00;148.85;0.00032;0.00080
200;16;2;8;5.00;12.47;40.00;99.76;0.00021;0.00053
201;9;2;4;5.00;12.54;20.00;50.14;0.00011;0.00027
202;9;2;4;5.00;12.60;20.00;50.41;0.00011;0.00027
203;4;2;2;5.00;12.67;10.00;25.34;0.00005;0.00014
