Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
93;9801;1;9801;4.56;6.08;44649.00;59584.09;0.23851;0.31829
94;9604;1;9604;4.56;6.13;43751.55;58890.17;0.23372;0.31458
95;9409;1;9409;4.56;6.18;42863.22;58189.53;0.22897;0.31084
96;9409;1;9409;4.56;6.24;42863.22;58686.16;0.22897;0.31349
97;9216;1;9216;4.56;6.29;41984.00;57970.34;0.22427;0.30967
98;9025;1;9025;4.56;6.34;41113.89;57248.24;0.21963;0.30581
99;8836;1;8836;4.56;6.40;40252.89;56520.09;0.21503;0.30192
100;8649;1;8649;4.56;6.45;39401.00;55786.11;0.21048;0.29800
101;8464;1;8464;4.56;6.50;38558.22;55046.50;0.20597;0.29405
102;8281;1;8281;4.56;6.56;37724.55;54301.50;0.20152;0.29007
103;8100;1;8100;4.56;6.61;36900.00;53551.32;0.19712;0.28606
104;7921;1;7921;4.56;6.67;36084.55;52796.21;0.19276;0.28203
105;7744;1;7744;4.56;6.72;35278.22;52036.38;0.18845;0.27797
106;7744;1;7744;4.56;6.77;35278.22;52457.52;0.18845;0.28022
107;7569;1;7569;4.56;6.83;34481.00;51684.88;0.18419;0.27609
108;7396;1;7396;4.56;6.88;33692.89;50908.04;0.17998;0.27194
109;7225;1;7225;4.56;6.94;32913.89;50127.25;0.17582;0.26777
110;7056;1;7056;4.56;6.99;32144.00;49342.76;0.17171;0.26358
111;6889;1;6889;4.56;7.05;31383.22;48554.81;0.16765;0.25937
112;6724;1;6724;4.56;7.10;30631.55;47763.66;0.16363;0.25515
113;6561;1;6561;4.56;7.16;29889.00;46969.55;0.15966;0.25091
114;6561;1;6561;4.56;7.21;29889.00;47334.27;0.15966;0.25285
115;6400;1;6400;4.56;7.27;29155.55;46529.44;0.15575;0.24855
116;6241;1;6241;4.56;7.33;28431.22;45722.23;0.15188;0.24424
117;6084;1;6084;4.56;7.38;27716.00;44912.89;0.14806;0.23992
118;5929;1;5929;4.56;7.44;27009.89;44101.69;0.14428;0.23559
119;5776;1;5776;4.56;7.49;26312.89;43288.89;0.14056;0.23124
120;5625;1;5625;4.56;7.55;25625.00;42474.76;0.13689;0.22690
121;5476;1;5476;4.56;7.61;24946.22;41659.57;0.13326;0.22254
122;5476;1;5476;4.56;7.66;24946.22;41970.26;0.13326;0.22420
123;5329;1;5329;4.56;7.72;24276.55;41146.68;0.12968;0.21980
124;5184;1;5184;4.56;7.78;23616.00;40322.67;0.12615;0.21540
125;5041;1;5041;4.56;7.84;22964.55;39498.48;0.12267;0.21100
126;4900;1;4900;4.56;7.89;22322.22;38674.41;0.11924;0.20659
127;4761;1;4761;4.56;7.95;21689.00;37850.73;0.11586;0.20219
128;4624;1;4624;4.56;8.01;21064.89;37027.72;0.11253;0.19780
129;4624;1;4624;4.56;8.07;21064.89;37294.52;0.11253;0.19922
130;4489;1;4489;4.56;8.12;20449.89;36465.30;0.10924;0.19479
131;4356;1;4356;4.56;8.18;19844.00;35637.40;0.10600;0.19037
132;4225;1;4225;4.56;8.24;19247.22;34811.13;0.10282;0.18596
133;4096;1;4096;4.56;8.30;18659.55;33986.77;0.09968;0.18155
134;3969;1;3969;4.56;8.36;18081.00;33164.63;0.09659;0.17716
135;3844;1;3844;4.56;8.41;17511.55;32344.98;0.09354;0.17278
136;3721;1;3721;4.56;8.47;16951.22;31528.15;0.09055;0.16842
137;3721;1;3721;4.56;8.53;16951.22;31746.77;0.09055;0.16959
138;3600;1;3600;4.56;8.59;16400.00;30926.40;0.08761;0.16521
139;3481;1;3481;4.56;8.65;15857.89;30109.52;0.08471;0.16084
140;3364;1;3364;4.56;8.71;15324.89;29296.45;0.08186;0.15650
141;3249;1;3249;4.56;8.77;14801.00;28487.48;0.07907;0.15218
142;3136;1;3136;4.56;8.83;14286.22;27682.94;0.07632;0.14788
143;3025;1;3025;4.56;8.89;13780.55;26883.12;0.07361;0.14361
144;2916;1;2916;4.56;8.95;13284.00;26088.36;0.07096;0.13936
145;2916;1;2916;4.56;9.01;13284.00;26262.63;0.07096;0.14029
146;2809;1;2809;4.56;9.07;12796.55;25467.18;0.06836;0.13604
147;2704;1;2704;4.56;9.13;12318.22;24677.49;0.06580;0.13182
148;2601;1;2601;4.56;9.19;11849.00;23893.89;0.06330;0.12764
149;2500;1;2500;4.56;9.25;11388.89;23116.71;0.06084;0.12349
150;2401;1;2401;4.56;9.31;10937.89;22346.26;0.05843;0.11937
151;2304;1;2304;4.56;9.37;10496.00;21582.86;0.05607;0.11529
152;2209;1;2209;4.56;9.43;10063.22;20826.85;0.05376;0.11125
153;2116;1;2116;4.56;9.49;9639.56;20078.55;0.05149;0.10726
154;2025;1;2025;4.56;9.55;9225.00;19338.30;0.04928;0.10330
155;1936;1;1936;4.56;9.61;8819.56;18606.42;0.04711;0.09939
156;1936;1;1936;4.56;9.67;8819.56;18724.70;0.04711;0.10003
157;1849;1;1849;4.56;9.73;8423.22;17996.44;0.04500;0.09613
158;1764;1;1764;4.56;9.79;8036.00;17277.31;0.04293;0.09229
159;1681;1;1681;4.56;9.86;7657.89;16567.67;0.04091;0.08850
160;1600;1;1600;4.56;9.92;7288.89;15867.85;0.03894;0.08476
161;1521;1;1521;4.56;9.98;6929.00;15178.18;0.03701;0.08108
162;1444;1;1444;4.56;10.04;6578.22;14499.02;0.03514;0.07745
163;1369;1;1369;4.56;10.10;6236.56;13830.71;0.03331;0.07388
164;1296;1;1296;4.56;10.16;5904.00;13173.59;0.03154;0.07037
165;1296;1;1296;4.56;10.23;5904.00;13254.12;0.03154;0.07080
166;1225;1;1225;4.56;10.29;5580.56;12604.26;0.02981;0.06733
167;1156;1;1156;4.56;10.35;5266.22;11966.39;0.02813;0.06392
168;1089;1;1089;4.56;10.41;4961.00;11340.87;0.02650;0.06058
169;1024;1;1024;4.56;10.48;4664.89;10728.05;0.02492;0.05731
170;961;1;961;4.56;10.54;4377.89;10128.27;0.02339;0.05410
171;900;1;900;4.56;10.60;4100.00;9541.90;0.02190;0.05097
172;841;1;841;4.56;10.67;3831.22;8969.29;0.02047;0.04791
173;784;1;784;4.56;10.73;3571.56;8410.80;0.01908;0.04493
174;784;1;784;4.56;10.79;3571.56;8460.30;0.01908;0.04519
175;729;1;729;4.56;10.85;3321.00;7912.88;0.01774;0.04227
176;676;1;676;4.56;10.92;3079.56;7380.43;0.01645;0.03943
177;625;1;625;4.56;10.98;2847.22;6863.28;0.01521;0.03666
178;576;1;576;4.56;11.04;2624.00;6361.82;0.01402;0.03398
179;529;1;529;4.56;11.11;2409.89;5876.40;0.01287;0.03139
180;484;1;484;4.56;11.17;2204.89;5407.39;0.01178;0.02889
181;441;1;441;4.56;11.24;2009.00;4955.15;0.01073;0.02647
182;400;1;400;4.56;11.30;1822.22;4520.07;0.00973;0.02415
183;361;1;361;4.56;11.36;1644.56;4102.50;0.00879;0.02192
184;324;1;324;4.56;11.43;1476.00;3702.83;0.00788;0.01978
185;289;1;289;4.56;11.49;1316.56;3321.42;0.00703;0.01774
186;256;1;256;4.56;11.56;1166.22;2958.64;0.00623;0.01580
187;256;1;256;4.56;11.62;1166.22;2975.16;0.00623;0.01589
188;225;1;225;4.56;11.69;1025.00;2629.43;0.00548;0.01405
189;196;1;196;4.56;11.75;892.89;2303.21;0.00477;0.01230
190;169;1;169;4.56;11.82;769.89;1996.89;0.00411;0.01067
191;144;1;144;4.56;11.88;656.00;1710.84;0.00350;0.00914
192;144;1;144;4.56;11.95;656.00;1720.21;0.00350;0.00919
193;121;1;121;4.56;12.01;551.22;1453.33;0.00294;0.00776
194;81;1;81;4.56;12.08;369.00;978.18;0.00197;0.00523
195;81;1;81;4.56;12.14;369.00;983.47;0.00197;0.00525
196;64;1;64;4.56;12.21;291.56;781.25;0.00156;0.00417
197;49;1;49;4.56;12.27;223.22;601.36;0.00119;0.00321
198;36;1;36;4.56;12.34;164.00;444.18;0.00088;0.00237
199;25;1;25;4.56;12.40;113.89;310.10;0.00061;0.00166
200;16;1;16;4.56;12.47;72.89;199.52;0.00039;0.00107
201;9;1;9;4.56;12.54;41.00;112.82;0.00022;0.00060
202;9;1;9;4.56;12.60;41.00;113.42;0.00022;0.00061
203;4;1;4;4.56;12.67;18.22;50.67;0.00010;0.00027
