Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
48;19044;1;19044;7.00;3.92;133308.00;74629.83;0.71212;0.39866
49;19044;1;19044;7.00;3.96;133308.00;75450.12;0.71212;0.40305
50;18769;1;18769;7.00;4.01;131383.00;75174.02;0.70183;0.40157
51;18496;1;18496;7.00;4.05;129472.00;74886.99;0.69162;0.40004
52;18225;1;18225;7.00;4.09;127575.00;74589.04;0.68149;0.39845
53;17956;1;17956;7.00;4.14;125692.00;74280.15;0.67143;0.39680
54;17689;1;17689;7.00;4.18;123823.00;73960.32;0.66145;0.39509
55;17424;1;17424;7.00;4.23;121968.00;73629.55;0.65154;0.39332
56;17161;1;17161;7.00;4.27;120127.00;73287.88;0.64170;0.39150
57;17161;1;17161;7.00;4.32;120127.00;74061.70;0.64170;0.39563
58;16900;1;16900;7.00;4.36;118300.00;73701.39;0.63194;0.39370
59;16641;1;16641;7.00;4.41;116487.00;73330.14;0.62226;0.39172
60;16384;1;16384;7.00;4.45;114688.00;72947.99;0.61265;0.38968
61;16129;1;16129;7.00;4.50;112903.00;72555.01;0.60311;0.38758
62;15876;1;15876;7.00;4.54;111132.00;72151.24;0.59365;0.38542
63;15625;1;15625;7.00;4.59;109375.00;71736.75;0.58427;0.38321
64;15376;1;15376;7.00;4.64;107632.00;71311.63;0.57496;0.38094
65;15376;1;15376;7.00;4.68;107632.00;72033.06;0.57496;0.38479
66;15129;1;15129;7.00;4.73;105903.00;71589.05;0.56572;0.38242
67;14884;1;14884;7.00;4.78;104188.00;71134.52;0.55656;0.37999
68;14641;1;14641;7.00;4.83;102487.00;70669.55;0.54747;0.37751
69;14400;1;14400;7.00;4.87;100800.00;70194.24;0.53846;0.37497
70;14161;1;14161;7.00;4.92;99127.00;69708.70;0.52952;0.37238
71;13924;1;13924;7.00;4.97;97468.00;69213.02;0.52066;0.36973
72;13689;1;13689;7.00;5.02;95823.00;68707.34;0.51188;0.36703
73;13689;1;13689;7.00;5.07;95823.00;69372.55;0.51188;0.37058
74;13456;1;13456;7.00;5.12;94192.00;68848.35;0.50316;0.36778
75;13225;1;13225;7.00;5.17;92575.00;68314.37;0.49452;0.36493
76;12996;1;12996;7.00;5.21;90972.00;67770.72;0.48596;0.36202
77;12769;1;12769;7.00;5.26;89383.00;67217.56;0.47747;0.35907
78;12544;1;12544;7.00;5.31;87808.00;66655.02;0.46906;0.35606
79;12321;1;12321;7.00;5.36;86247.00;66083.27;0.46072;0.35301
80;12321;1;12321;7.00;5.41;86247.00;66698.79;0.46072;0.35630
81;12100;1;12100;7.00;5.46;84700.00;66109.17;0.45246;0.35315
82;11881;1;11881;7.00;5.51;83167.00;65510.64;0.44427;0.34995
83;11664;1;11664;7.00;5.56;81648.00;64903.34;0.43615;0.34671
84;11449;1;11449;7.00;5.62;80143.00;64287.43;0.42811;0.34342
85;11236;1;11236;7.00;5.67;78652.00;63663.10;0.42015;0.34008
86;11025;1;11025;7.00;5.72;77175.00;63030.51;0.41226;0.33670
87;10816;1;10816;7.00;5.77;75712.00;62389.84;0.40444;0.33328
88;10816;1;10816;7.00;5.82;75712.00;62945.95;0.40444;0.33625
89;10609;1;10609;7.00;5.87;74263.00;62288.59;0.39670;0.33274
90;10404;1;10404;7.00;5.92;72828.00;61623.55;0.38904;0.32919
91;10201;1;10201;7.00;5.98;71407.00;60950.97;0.38145;0.32559
92;10000;1;10000;7.00;6.03;70000.00;60271.10;0.37393;0.32196
93;9801;1;9801;7.00;6.08;68607.00;59584.09;0.36649;0.31829
94;9604;1;9604;7.00;6.13;67228.00;58890.17;0.35912;0.31458
95;9409;1;9409;7.00;6.18;65863.00;58189.53;0.35183;0.31084
96;9409;1;9409;7.00;6.24;65863.00;58686.16;0.35183;0.31349
97;9216;1;9216;7.00;6.29;64512.00;57970.34;0.34462;0.30967
98;9025;1;9025;7.00;6.34;63175.00;57248.24;0.33747;0.30581
99;8836;1;8836;7.00;6.40;61852.00;56520.09;0.33041;0.30192
100;8649;1;8649;7.00;6.45;60543.00;55786.11;0.32341;0.29800
101;8464;1;8464;7.00;6.50;59248.00;55046.50;0.31650;0.29405
102;8281;1;8281;7.00;6.56;57967.00;54301.50;0.30965;0.29007
103;8100;1;8100;7.00;6.61;56700.00;53551.32;0.30288;0.28606
104;7921;1;7921;7.00;6.67;55447.00;52796.21;0.29619;0.28203
105;7744;1;7744;7.00;6.72;54208.00;52036.38;0.28957;0.27797
106;7744;1;7744;7.00;6.77;54208.00;52457.52;0.28957;0.28022
107;7569;1;7569;7.00;6.83;52983.00;51684.88;0.28303;0.27609
108;7396;1;7396;7.00;6.88;51772.00;50908.04;0.27656;0.27194
109;7225;1;7225;7.00;6.94;50575.00;50127.25;0.27017;0.26777
110;7056;1;7056;7.00;6.99;49392.00;49342.76;0.26385;0.26358
111;6889;1;6889;7.00;7.05;48223.00;48554.81;0.25760;0.25937
112;6724;1;6724;7.00;7.10;47068.00;47763.66;0.25143;0.25515
113;6561;1;6561;7.00;7.16;45927.00;46969.55;0.24534;0.25091
114;6561;1;6561;7.00;7.21;45927.00;47334.27;0.24534;0.25285
115;6400;1;6400;7.00;7.27;44800.00;46529.44;0.23932;0.24855
116;6241;1;6241;7.00;7.33;43687.00;45722.23;0.23337;0.24424
117;6084;1;6084;7.00;7.38;42588.00;44912.89;0.22750;0.23992
118;5929;1;5929;7.00;7.44;41503.00;44101.69;0.22170;0.23559
119;5776;1;5776;7.00;7.49;40432.00;43288.89;0.21598;0.23124
120;5625;1;5625;7.00;7.55;39375.00;42474.76;0.21034;0.22690
121;5476;1;5476;7.00;7.61;38332.00;41659.57;0.20477;0.22254
122;5476;1;5476;7.00;7.66;38332.00;41970.26;0.20477;0.22420
123;5329;1;5329;7.00;7.72;37303.00;41146.68;0.19927;0.21980
124;5184;1;5184;7.00;7.78;36288.00;40322.67;0.19385;0.21540
125;5041;1;5041;7.00;7.84;35287.00;39498.48;0.18850;0.21100
126;4900;1;4900;7.00;7.89;34300.00;38674.41;0.18323;0.20659
127;4761;1;4761;7.00;7.95;33327.00;37850.73;0.17803;0.20219
128;4624;1;4624;7.00;8.01;32368.00;37027.72;0.17291;0.19780
129;4624;1;4624;7.00;8.07;32368.00;37294.52;0.17291;0.19922
130;4489;1;4489;7.00;8.12;31423.00;36465.30;0.16786;0.19479
131;4356;1;4356;7.00;8.18;30492.00;35637.40;0.16288;0.19037
132;4225;1;4225;7.00;8.24;29575.00;34811.13;0.15799;0.18596
133;4096;1;4096;7.00;8.30;28672.00;33986.77;0.15316;0.18155
134;3969;1;3969;7.00;8.36;27783.00;33164.63;0.14841;0.17716
135;3844;1;3844;7.00;8.41;26908.00;32344.98;0.14374;0.17278
136;3721;1;3721;7.00;8.47;26047.00;31528.15;0.13914;0.16842
137;3721;1;3721;7.00;8.53;26047.00;31746.77;0.13914;0.16959
138;3600;1;3600;7.00;8.59;25200.00;30926.40;0.13462;0.16521
139;3481;1;3481;7.00;8.65;24367.00;30109.52;0.13017;0.16084
140;3364;1;3364;7.00;8.71;23548.00;29296.45;0.12579;0.15650
141;3249;1;3249;7.00;8.77;22743.00;28487.48;0.12149;0.15218
142;3136;1;3136;7.00;8.83;21952.00;27682.94;0.11727;0.14788
143;3025;1;3025;7.00;8.89;21175.00;26883.12;0.11311;0.14361
144;2916;1;2916;7.00;8.95;20412.00;26088.36;0.10904;0.13936
145;2916;1;2916;7.00;9.01;20412.00;26262.63;0.10904;0.14029
146;2809;1;2809;7.00;9.07;19663.00;25467.18;0.10504;0.13604
147;2704;1;2704;7.00;9.13;18928.00;24677.49;0.10111;0.13182
148;2601;1;2601;7.00;9.19;18207.00;23893.89;0.09726;0.12764
149;2500;1;2500;7.00;9.25;17500.00;23116.71;0.09348;0.12349
150;2401;1;2401;7.00;9.31;16807.00;22346.26;0.08978;0.11937
151;2304;1;2304;7.00;9.37;16128.00;21582.86;0.08615;0.11529
152;2209;1;2209;7.00;9.43;15463.00;20826.85;0.08260;0.11125
153;2116;1;2116;7.00;9.49;14812.00;20078.55;0.07912;0.10726
154;2025;1;2025;7.00;9.55;14175.00;19338.30;0.07572;0.10330
155;1936;1;1936;7.00;9.61;13552.00;18606.42;0.07239;0.09939
156;1936;1;1936;7.00;9.67;13552.00;18724.70;0.07239;0.10003
157;1849;1;1849;7.00;9.73;12943.00;17996.44;0.06914;0.09613
158;1764;1;1764;7.00;9.79;12348.00;17277.31;0.06596;0.09229
159;1681;1;1681;7.00;9.86;11767.00;16567.67;0.06286;0.08850
160;1600;1;1600;7.00;9.92;11200.00;15867.85;0.05983;0.08476
161;1521;1;1521;7.00;9.98;10647.00;15178.18;0.05688;0.08108
162;1444;1;1444;7.00;10.04;10108.00;14499.02;0.05400;0.07745
163;1369;1;1369;7.00;10.10;9583.00;13830.71;0.05119;0.07388
164;1296;1;1296;7.00;10.16;9072.00;13173.59;0.04846;0.07037
165;1296;1;1296;7.00;10.23;9072.00;13254.12;0.04846;0.07080
166;1225;1;1225;7.00;10.29;8575.00;12604.26;0.04581;0.06733
167;1156;1;1156;7.00;10.35;8092.00;11966.39;0.04323;0.06392
168;1089;1;1089;7.00;10.41;7623.00;11340.87;0.04072;0.06058
169;1024;1;1024;7.00;10.48;7168.00;10728.05;0.03829;0.05731
170;961;1;961;7.00;10.54;6727.00;10128.27;0.03593;0.05410
171;900;1;900;7.00;10.60;6300.00;9541.90;0.03365;0.05097
172;841;1;841;7.00;10.67;5887.00;8969.29;0.03145;0.04791
173;784;1;784;7.00;10.73;5488.00;8410.80;0.02932;0.04493
174;784;1;784;7.00;10.79;5488.00;8460.30;0.02932;0.04519
175;729;1;729;7.00;10.85;5103.00;7912.88;0.02726;0.04227
176;676;1;676;7.00;10.92;4732.00;7380.43;0.02528;0.03943
177;625;1;625;7.00;10.98;4375.00;6863.28;0.02337;0.03666
178;576;1;576;7.00;11.04;4032.00;6361.82;0.02154;0.03398
179;529;1;529;7.00;11.11;3703.00;5876.40;0.01978;0.03139
180;484;1;484;7.00;11.17;3388.00;5407.39;0.01810;0.02889
181;441;1;441;7.00;11.24;3087.00;4955.15;0.01649;0.02647
182;400;1;400;7.00;11.30;2800.00;4520.07;0.01496;0.02415
183;361;1;361;7.00;11.36;2527.00;4102.50;0.01350;0.02192
184;324;1;324;7.00;11.43;2268.00;3702.83;0.01212;0.01978
185;289;1;289;7.00;11.49;2023.00;3321.42;0.01081;0.01774
186;256;1;256;7.00;11.56;1792.00;2958.64;0.00957;0.01580
187;256;1;256;7.00;11.62;1792.00;2975.16;0.00957;0.01589
188;225;1;225;7.00;11.69;1575.00;2629.43;0.00841;0.01405
189;196;1;196;7.00;11.75;1372.00;2303.21;0.00733;0.01230
190;169;1;169;7.00;11.82;1183.00;1996.89;0.00632;0.01067
191;144;1;144;7.00;11.88;1008.00;1710.84;0.00538;0.00914
192;144;1;144;7.00;11.95;1008.00;1720.21;0.00538;0.00919
193;121;1;121;7.00;12.01;847.00;1453.33;0.00452;0.00776
194;81;1;81;7.00;12.08;567.00;978.18;0.00303;0.00523
195;81;1;81;7.00;12.14;567.00;983.47;0.00303;0.00525
196;64;1;64;7.00;12.21;448.00;781.25;0.00239;0.00417
197;49;1;49;7.00;12.27;343.00;601.36;0.00183;0.00321
198;36;1;36;7.00;12.34;252.00;444.18;0.00135;0.00237
199;25;1;25;7.00;12.40;175.00;310.10;0.00093;0.00166
200;16;1;16;7.00;12.47;112.00;199.52;0.00060;0.00107
201;9;1;9;7.00;12.54;63.00;112.82;0.00034;0.00060
202;9;1;9;7.00;12.60;63.00;113.42;0.00034;0.00061
203;4;1;4;7.00;12.67;28.00;50.67;0.00015;0.00027
