Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
108;7396;2;3698;7.00;6.88;25886.00;25454.02;0.13828;0.13597
109;7225;2;3612;7.00;6.94;25284.00;25060.16;0.13506;0.13387
110;7056;2;3528;7.00;6.99;24696.00;24671.38;0.13192;0.13179
111;6889;2;3444;7.00;7.05;24108.00;24273.88;0.12878;0.12967
112;6724;2;3362;7.00;7.10;23534.00;23881.83;0.12572;0.12757
113;6561;2;3280;7.00;7.16;22960.00;23481.20;0.12265;0.12543
114;6561;2;3280;7.00;7.21;22960.00;23663.53;0.12265;0.12641
115;6400;2;3200;7.00;7.27;22400.00;23264.72;0.11966;0.12428
116;6241;2;3120;7.00;7.33;21840.00;22857.45;0.11667;0.12210
117;6084;2;3042;7.00;7.38;21294.00;22456.44;0.11375;0.11996
118;5929;2;2964;7.00;7.44;20748.00;22047.13;0.11083;0.11777
119;5776;2;2888;7.00;7.49;20216.00;21644.44;0.10799;0.11562
120;5625;2;2812;7.00;7.55;19684.00;21233.60;0.10515;0.11343
121;5476;2;2738;7.00;7.61;19166.00;20829.79;0.10238;0.11127
122;5476;2;2738;7.00;7.66;19166.00;20985.13;0.10238;0.11210
123;5329;2;2664;7.00;7.72;18648.00;20569.48;0.09962;0.10988
124;5184;2;2592;7.00;7.78;18144.00;20161.33;0.09692;0.10770
125;5041;2;2520;7.00;7.84;17640.00;19745.32;0.09423;0.10548
126;4900;2;2450;7.00;7.89;17150.00;19337.20;0.09161;0.10330
127;4761;2;2380;7.00;7.95;16660.00;18921.39;0.08900;0.10108
128;4624;2;2312;7.00;8.01;16184.00;18513.86;0.08645;0.09890
129;4624;2;2312;7.00;8.07;16184.00;18647.26;0.08645;0.09961
130;4489;2;2244;7.00;8.12;15708.00;18228.59;0.08391;0.09737
131;4356;2;2178;7.00;8.18;15246.00;17818.70;0.08144;0.09519
132;4225;2;2112;7.00;8.24;14784.00;17401.44;0.07897;0.09296
133;4096;2;2048;7.00;8.30;14336.00;16993.38;0.07658;0.09078
134;3969;2;1984;7.00;8.36;13888.00;16578.13;0.07419;0.08856
135;3844;2;1922;7.00;8.41;13454.00;16172.49;0.07187;0.08639
136;3721;2;1860;7.00;8.47;13020.00;15759.84;0.06955;0.08419
137;3721;2;1860;7.00;8.53;13020.00;15869.12;0.06955;0.08477
138;3600;2;1800;7.00;8.59;12600.00;15463.20;0.06731;0.08260
139;3481;2;1740;7.00;8.65;12180.00;15050.44;0.06506;0.08040
140;3364;2;1682;7.00;8.71;11774.00;14648.22;0.06290;0.07825
141;3249;2;1624;7.00;8.77;11368.00;14239.36;0.06073;0.07606
142;3136;2;1568;7.00;8.83;10976.00;13841.47;0.05863;0.07394
143;3025;2;1512;7.00;8.89;10584.00;13437.12;0.05654;0.07178
144;2916;2;1458;7.00;8.95;10206.00;13044.18;0.05452;0.06968
145;2916;2;1458;7.00;9.01;10206.00;13131.32;0.05452;0.07015
146;2809;2;1404;7.00;9.07;9828.00;12729.06;0.05250;0.06800
147;2704;2;1352;7.00;9.13;9464.00;12338.75;0.05056;0.06591
148;2601;2;1300;7.00;9.19;9100.00;11942.35;0.04861;0.06379
149;2500;2;1250;7.00;9.25;8750.00;11558.35;0.04674;0.06174
150;2401;2;1200;7.00;9.31;8400.00;11168.47;0.04487;0.05966
151;2304;2;1152;7.00;9.37;8064.00;10791.43;0.04308;0.05765
152;2209;2;1104;7.00;9.43;7728.00;10408.71;0.04128;0.05560
153;2116;2;1058;7.00;9.49;7406.00;10039.28;0.03956;0.05363
154;2025;2;1012;7.00;9.55;7084.00;9664.38;0.03784;0.05163
155;1936;2;968;7.00;9.61;6776.00;9303.21;0.03620;0.04970
156;1936;2;968;7.00;9.67;6776.00;9362.35;0.03620;0.05001
157;1849;2;924;7.00;9.73;6468.00;8993.35;0.03455;0.04804
158;1764;2;882;7.00;9.79;6174.00;8638.66;0.03298;0.04615
159;1681;2;840;7.00;9.86;5880.00;8278.91;0.03141;0.04422
160;1600;2;800;7.00;9.92;5600.00;7933.92;0.02991;0.04238
161;1521;2;760;7.00;9.98;5320.00;7584.10;0.02842;0.04051
162;1444;2;722;7.00;10.04;5054.00;7249.51;0.02700;0.03873
163;1369;2;684;7.00;10.10;4788.00;6910.30;0.02558;0.03691
164;1296;2;648;7.00;10.16;4536.00;6586.79;0.02423;0.03519
165;1296;2;648;7.00;10.23;4536.00;6627.06;0.02423;0.03540
166;1225;2;612;7.00;10.29;4284.00;6296.98;0.02288;0.03364
167;1156;2;578;7.00;10.35;4046.00;5983.20;0.02161;0.03196
168;1089;2;544;7.00;10.41;3808.00;5665.23;0.02034;0.03026
169;1024;2;512;7.00;10.48;3584.00;5364.02;0.01915;0.02865
170;961;2;480;7.00;10.54;3360.00;5058.87;0.01795;0.02702
171;900;2;450;7.00;10.60;3150.00;4770.95;0.01683;0.02549
172;841;2;420;7.00;10.67;2940.00;4479.31;0.01571;0.02393
173;784;2;392;7.00;10.73;2744.00;4205.40;0.01466;0.02246
174;784;2;392;7.00;10.79;2744.00;4230.15;0.01466;0.02260
175;729;2;364;7.00;10.85;2548.00;3951.02;0.01361;0.02111
176;676;2;338;7.00;10.92;2366.00;3690.21;0.01264;0.01971
177;625;2;312;7.00;10.98;2184.00;3426.15;0.01167;0.01830
178;576;2;288;7.00;11.04;2016.00;3180.91;0.01077;0.01699
179;529;2;264;7.00;11.11;1848.00;2932.64;0.00987;0.01567
180;484;2;242;7.00;11.17;1694.00;2703.69;0.00905;0.01444
181;441;2;220;7.00;11.24;1540.00;2471.96;0.00823;0.01320
182;400;2;200;7.00;11.30;1400.00;2260.03;0.00748;0.01207
183;361;2;180;7.00;11.36;1260.00;2045.57;0.00673;0.01093
184;324;2;162;7.00;11.43;1134.00;1851.41;0.00606;0.00989
185;289;2;144;7.00;11.49;1008.00;1654.96;0.00538;0.00884
186;256;2;128;7.00;11.56;896.00;1479.32;0.00479;0.00790
187;256;2;128;7.00;11.62;896.00;1487.58;0.00479;0.00795
188;225;2;112;7.00;11.69;784.00;1308.87;0.00419;0.00699
189;196;2;98;7.00;11.75;686.00;1151.61;0.00366;0.00615
190;169;2;84;7.00;11.82;588.00;992.54;0.00314;0.00530
191;144;2;72;7.00;11.88;504.00;855.42;0.00269;0.00457
192;144;2;72;7.00;11.95;504.00;860.10;0.00269;0.00459
193;121;2;60;7.00;12.01;420.00;720.66;0.00224;0.00385
194;81;2;40;7.00;12.08;280.00;483.05;0.00150;0.00258
195;81;2;40;7.00;12.14;280.00;485.66;0.00150;0.00259
196;64;2;32;7.00;12.21;224.00;390.62;0.00120;0.00209
197;49;2;24;7.00;12.27;168.00;294.54;0.00090;0.00157
198;36;2;18;7.00;12.34;126.00;222.09;0.00067;0.00119
199;25;2;12;7.00;12.40;84.00;148.85;0.00045;0.00080
200;16;2;8;7.00;12.47;56.00;99.76;0.00030;0.00053
201;9;2;4;7.00;12.54;28.00;50.14;0.00015;0.00027
202;9;2;4;7.00;12.60;28.00;50.41;0.00015;0.00027
203;4;2;2;7.00;12.67;14.00;25.34;0.00007;0.00014
