Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
27;24649;3;8216;5.00;3.08;41080.00;25336.33;0.21944;0.13534
28;24336;3;8112;5.00;3.12;40560.00;25310.34;0.21667;0.13520
29;24025;3;8008;5.00;3.16;40040.00;25279.92;0.21389;0.13504
30;23716;3;7905;5.00;3.19;39525.00;25248.09;0.21114;0.13487
31;23409;3;7803;5.00;3.23;39015.00;25214.74;0.20841;0.13469
32;23409;3;7803;5.00;3.27;39015.00;25510.03;0.20841;0.13627
33;23104;3;7701;5.00;3.31;38505.00;25470.73;0.20569;0.13606
34;22801;3;7600;5.00;3.35;38000.00;25429.64;0.20299;0.13584
35;22500;3;7500;5.00;3.38;37500.00;25386.71;0.20032;0.13561
36;22201;3;7400;5.00;3.42;37000.00;25338.49;0.19765;0.13536
37;21904;3;7301;5.00;3.46;36505.00;25288.27;0.19501;0.13509
38;21609;3;7203;5.00;3.50;36015.00;25236.05;0.19239;0.13481
39;21316;3;7105;5.00;3.54;35525.00;25178.25;0.18977;0.13450
40;21025;3;7008;5.00;3.58;35040.00;25118.34;0.18718;0.13418
41;21025;3;7008;5.00;3.63;35040.00;25404.31;0.18718;0.13571
42;20736;3;6912;5.00;3.67;34560.00;25340.43;0.18462;0.13537
43;20449;3;6816;5.00;3.71;34080.00;25270.66;0.18205;0.13499
44;20164;3;6721;5.00;3.75;33605.00;25198.65;0.17951;0.13461
45;19881;3;6627;5.00;3.79;33135.00;25124.39;0.17700;0.13421
46;19600;3;6533;5.00;3.83;32665.00;25044.08;0.17449;0.13378
47;19321;3;6440;5.00;3.88;32200.00;24961.47;0.17201;0.13334
48;19044;3;6348;5.00;3.92;31740.00;24876.61;0.16955;0.13289
49;19044;3;6348;5.00;3.96;31740.00;25150.04;0.16955;0.13435
50;18769;3;6256;5.00;4.01;31280.00;25056.67;0.16709;0.13385
51;18496;3;6165;5.00;4.05;30825.00;24960.98;0.16466;0.13334
52;18225;3;6075;5.00;4.09;30375.00;24863.01;0.16226;0.13282
53;17956;3;5985;5.00;4.14;29925.00;24758.67;0.15986;0.13226
54;17689;3;5896;5.00;4.18;29480.00;24652.05;0.15748;0.13169
55;17424;3;5808;5.00;4.23;29040.00;24543.18;0.15513;0.13111
56;17161;3;5720;5.00;4.27;28600.00;24427.87;0.15278;0.13049
57;17161;3;5720;5.00;4.32;28600.00;24685.80;0.15278;0.13187
58;16900;3;5633;5.00;4.36;28165.00;24565.68;0.15045;0.13123
59;16641;3;5547;5.00;4.41;27735.00;24443.38;0.14816;0.13057
60;16384;3;5461;5.00;4.45;27305.00;24314.51;0.14586;0.12989
61;16129;3;5376;5.00;4.50;26880.00;24183.50;0.14359;0.12919
62;15876;3;5292;5.00;4.54;26460.00;24050.41;0.14135;0.12847
63;15625;3;5208;5.00;4.59;26040.00;23910.72;0.13910;0.12773
64;15376;3;5125;5.00;4.64;25625.00;23768.99;0.13689;0.12697
65;15376;3;5125;5.00;4.68;25625.00;24009.46;0.13689;0.12826
66;15129;3;5043;5.00;4.73;25215.00;23863.02;0.13470;0.12747
67;14884;3;4961;5.00;4.78;24805.00;23709.91;0.13251;0.12666
68;14641;3;4880;5.00;4.83;24400.00;23554.91;0.13034;0.12583
69;14400;3;4800;5.00;4.87;24000.00;23398.08;0.12821;0.12499
70;14161;3;4720;5.00;4.92;23600.00;23234.59;0.12607;0.12412
71;13924;3;4641;5.00;4.97;23205.00;23069.35;0.12396;0.12323
72;13689;3;4563;5.00;5.02;22815.00;22902.45;0.12188;0.12234
73;13689;3;4563;5.00;5.07;22815.00;23124.18;0.12188;0.12353
74;13456;3;4485;5.00;5.12;22425.00;22947.74;0.11979;0.12258
75;13225;3;4408;5.00;5.17;22040.00;22769.73;0.11774;0.12163
76;12996;3;4332;5.00;5.21;21660.00;22590.24;0.11571;0.12067
77;12769;3;4256;5.00;5.26;21280.00;22404.10;0.11368;0.11968
78;12544;3;4181;5.00;5.31;20905.00;22216.57;0.11167;0.11868
79;12321;3;4107;5.00;5.36;20535.00;22027.75;0.10970;0.11767
80;12321;3;4107;5.00;5.41;20535.00;22232.93;0.10970;0.11877
81;12100;3;4033;5.00;5.46;20165.00;22034.57;0.10772;0.11771
82;11881;3;3960;5.00;5.51;19800.00;21835.04;0.10577;0.11664
83;11664;3;3888;5.00;5.56;19440.00;21634.45;0.10385;0.11557
84;11449;3;3816;5.00;5.62;19080.00;21427.27;0.10192;0.11446
85;11236;3;3745;5.00;5.67;18725.00;21219.14;0.10003;0.11335
86;11025;3;3675;5.00;5.72;18375.00;21010.17;0.09816;0.11223
87;10816;3;3605;5.00;5.77;18025.00;20794.69;0.09629;0.11108
88;10816;3;3605;5.00;5.82;18025.00;20980.04;0.09629;0.11207
89;10609;3;3536;5.00;5.87;17680.00;20760.91;0.09444;0.11090
90;10404;3;3468;5.00;5.92;17340.00;20541.18;0.09263;0.10973
91;10201;3;3400;5.00;5.98;17000.00;20315.00;0.09081;0.10852
92;10000;3;3333;5.00;6.03;16665.00;20088.36;0.08902;0.10731
93;9801;3;3267;5.00;6.08;16335.00;19861.36;0.08726;0.10610
94;9604;3;3201;5.00;6.13;16005.00;19628.01;0.08550;0.10485
95;9409;3;3136;5.00;6.18;15680.00;19394.45;0.08376;0.10360
96;9409;3;3136;5.00;6.24;15680.00;19559.97;0.08376;0.10449
97;9216;3;3072;5.00;6.29;15360.00;19323.45;0.08205;0.10322
98;9025;3;3008;5.00;6.34;15040.00;19080.63;0.08034;0.10193
99;8836;3;2945;5.00;6.40;14725.00;18837.90;0.07866;0.10063
100;8649;3;2883;5.00;6.45;14415.00;18595.37;0.07700;0.09933
101;8464;3;2821;5.00;6.50;14105.00;18346.67;0.07535;0.09801
102;8281;3;2760;5.00;6.56;13800.00;18098.31;0.07372;0.09668
103;8100;3;2700;5.00;6.61;13500.00;17850.44;0.07212;0.09535
104;7921;3;2640;5.00;6.67;13200.00;17596.51;0.07051;0.09400
105;7744;3;2581;5.00;6.72;12905.00;17343.22;0.06894;0.09265
106;7744;3;2581;5.00;6.77;12905.00;17483.58;0.06894;0.09340
107;7569;3;2523;5.00;6.83;12615.00;17228.29;0.06739;0.09203
108;7396;3;2465;5.00;6.88;12325.00;16967.05;0.06584;0.09064
109;7225;3;2408;5.00;6.94;12040.00;16706.77;0.06432;0.08925
110;7056;3;2352;5.00;6.99;11760.00;16447.59;0.06282;0.08786
111;6889;3;2296;5.00;7.05;11480.00;16182.59;0.06132;0.08645
112;6724;3;2241;5.00;7.10;11205.00;15918.85;0.05986;0.08504
113;6561;3;2187;5.00;7.16;10935.00;15656.52;0.05841;0.08364
114;6561;3;2187;5.00;7.21;10935.00;15778.09;0.05841;0.08428
115;6400;3;2133;5.00;7.27;10665.00;15507.39;0.05697;0.08284
116;6241;3;2080;5.00;7.33;10400.00;15238.30;0.05556;0.08140
117;6084;3;2028;5.00;7.38;10140.00;14970.96;0.05417;0.07997
118;5929;3;1976;5.00;7.44;9880.00;14698.08;0.05278;0.07852
119;5776;3;1925;5.00;7.49;9625.00;14427.13;0.05142;0.07707
120;5625;3;1875;5.00;7.55;9375.00;14158.25;0.05008;0.07563
121;5476;3;1825;5.00;7.61;9125.00;13883.99;0.04874;0.07417
122;5476;3;1825;5.00;7.66;9125.00;13987.53;0.04874;0.07472
123;5329;3;1776;5.00;7.72;8880.00;13712.99;0.04744;0.07325
124;5184;3;1728;5.00;7.78;8640.00;13440.89;0.04615;0.07180
125;5041;3;1680;5.00;7.84;8400.00;13163.55;0.04487;0.07032
126;4900;3;1633;5.00;7.89;8165.00;12888.84;0.04362;0.06885
127;4761;3;1587;5.00;7.95;7935.00;12616.91;0.04239;0.06740
128;4624;3;1541;5.00;8.01;7705.00;12339.91;0.04116;0.06592
129;4624;3;1541;5.00;8.07;7705.00;12428.82;0.04116;0.06639
130;4489;3;1496;5.00;8.12;7480.00;12152.39;0.03996;0.06492
131;4356;3;1452;5.00;8.18;7260.00;11879.13;0.03878;0.06346
132;4225;3;1408;5.00;8.24;7040.00;11600.96;0.03761;0.06197
133;4096;3;1365;5.00;8.30;6825.00;11326.16;0.03646;0.06050
134;3969;3;1323;5.00;8.36;6615.00;11054.87;0.03534;0.05905
135;3844;3;1281;5.00;8.41;6405.00;10778.86;0.03421;0.05758
136;3721;3;1240;5.00;8.47;6200.00;10506.56;0.03312;0.05612
137;3721;3;1240;5.00;8.53;6200.00;10579.41;0.03312;0.05651
138;3600;3;1200;5.00;8.59;6000.00;10308.80;0.03205;0.05507
139;3481;3;1160;5.00;8.65;5800.00;10033.62;0.03098;0.05360
140;3364;3;1121;5.00;8.71;5605.00;9762.58;0.02994;0.05215
141;3249;3;1083;5.00;8.77;5415.00;9495.83;0.02893;0.05073
142;3136;3;1045;5.00;8.83;5225.00;9224.70;0.02791;0.04928
143;3025;3;1008;5.00;8.89;5040.00;8958.08;0.02692;0.04785
144;2916;3;972;5.00;8.95;4860.00;8696.12;0.02596;0.04645
145;2916;3;972;5.00;9.01;4860.00;8754.21;0.02596;0.04676
146;2809;3;936;5.00;9.07;4680.00;8486.04;0.02500;0.04533
147;2704;3;901;5.00;9.13;4505.00;8222.79;0.02407;0.04393
148;2601;3;867;5.00;9.19;4335.00;7964.63;0.02316;0.04255
149;2500;3;833;5.00;9.25;4165.00;7702.49;0.02225;0.04115
150;2401;3;800;5.00;9.31;4000.00;7445.65;0.02137;0.03977
151;2304;3;768;5.00;9.37;3840.00;7194.29;0.02051;0.03843
152;2209;3;736;5.00;9.43;3680.00;6939.14;0.01966;0.03707
153;2116;3;705;5.00;9.49;3525.00;6689.69;0.01883;0.03574
154;2025;3;675;5.00;9.55;3375.00;6446.10;0.01803;0.03443
155;1936;3;645;5.00;9.61;3225.00;6198.94;0.01723;0.03311
156;1936;3;645;5.00;9.67;3225.00;6238.34;0.01723;0.03332
157;1849;3;616;5.00;9.73;3080.00;5995.57;0.01645;0.03203
158;1764;3;588;5.00;9.79;2940.00;5759.10;0.01571;0.03076
159;1681;3;560;5.00;9.86;2800.00;5519.27;0.01496;0.02948
160;1600;3;533;5.00;9.92;2665.00;5285.98;0.01424;0.02824
161;1521;3;507;5.00;9.98;2535.00;5059.40;0.01354;0.02703
162;1444;3;481;5.00;10.04;2405.00;4829.66;0.01285;0.02580
163;1369;3;456;5.00;10.10;2280.00;4606.87;0.01218;0.02461
164;1296;3;432;5.00;10.16;2160.00;4391.20;0.01154;0.02346
165;1296;3;432;5.00;10.23;2160.00;4418.04;0.01154;0.02360
166;1225;3;408;5.00;10.29;2040.00;4197.99;0.01090;0.02243
167;1156;3;385;5.00;10.35;1925.00;3985.35;0.01028;0.02129
168;1089;3;363;5.00;10.41;1815.00;3780.29;0.00970;0.02019
169;1024;3;341;5.00;10.48;1705.00;3572.52;0.00911;0.01908
170;961;3;320;5.00;10.54;1600.00;3372.58;0.00855;0.01802
171;900;3;300;5.00;10.60;1500.00;3180.63;0.00801;0.01699
172;841;3;280;5.00;10.67;1400.00;2986.21;0.00748;0.01595
173;784;3;261;5.00;10.73;1305.00;2800.02;0.00697;0.01496
174;784;3;261;5.00;10.79;1305.00;2816.50;0.00697;0.01505
175;729;3;243;5.00;10.85;1215.00;2637.63;0.00649;0.01409
176;676;3;225;5.00;10.92;1125.00;2456.50;0.00601;0.01312
177;625;3;208;5.00;10.98;1040.00;2284.10;0.00556;0.01220
178;576;3;192;5.00;11.04;960.00;2120.61;0.00513;0.01133
179;529;3;176;5.00;11.11;880.00;1955.10;0.00470;0.01044
180;484;3;161;5.00;11.17;805.00;1798.74;0.00430;0.00961
181;441;3;147;5.00;11.24;735.00;1651.72;0.00393;0.00882
182;400;3;133;5.00;11.30;665.00;1502.92;0.00355;0.00803
183;361;3;120;5.00;11.36;600.00;1363.71;0.00321;0.00728
184;324;3;108;5.00;11.43;540.00;1234.28;0.00288;0.00659
185;289;3;96;5.00;11.49;480.00;1103.31;0.00256;0.00589
186;256;3;85;5.00;11.56;425.00;982.36;0.00227;0.00525
187;256;3;85;5.00;11.62;425.00;987.85;0.00227;0.00528
188;225;3;75;5.00;11.69;375.00;876.48;0.00200;0.00468
189;196;3;65;5.00;11.75;325.00;763.82;0.00174;0.00408
190;169;3;56;5.00;11.82;280.00;661.69;0.00150;0.00353
191;144;3;48;5.00;11.88;240.00;570.28;0.00128;0.00305
192;144;3;48;5.00;11.95;240.00;573.40;0.00128;0.00306
193;121;3;40;5.00;12.01;200.00;480.44;0.00107;0.00257
194;81;3;27;5.00;12.08;135.00;326.06;0.00072;0.00174
195;81;3;27;5.00;12.14;135.00;327.82;0.00072;0.00175
196;64;3;21;5.00;12.21;105.00;256.35;0.00056;0.00137
197;49;3;16;5.00;12.27;80.00;196.36;0.00043;0.00105
198;36;3;12;5.00;12.34;60.00;148.06;0.00032;0.00079
199;25;3;8;5.00;12.40;40.00;99.23;0.00021;0.00053
200;16;3;5;5.00;12.47;25.00;62.35;0.00013;0.00033
201;9;3;3;5.00;12.54;15.00;37.61;0.00008;0.00020
202;9;3;3;5.00;12.60;15.00;37.81;0.00008;0.00020
203;4;3;1;5.00;12.67;5.00;12.67;0.00003;0.00007
