Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
36;22201;3;7400;4.56;3.42;33711.11;25338.49;0.18008;0.13536
37;21904;3;7301;4.56;3.46;33260.11;25288.27;0.17767;0.13509
38;21609;3;7203;4.56;3.50;32813.66;25236.05;0.17529;0.13481
39;21316;3;7105;4.56;3.54;32367.22;25178.25;0.17290;0.13450
40;21025;3;7008;4.56;3.58;31925.33;25118.34;0.17054;0.13418
41;21025;3;7008;4.56;3.63;31925.33;25404.31;0.17054;0.13571
42;20736;3;6912;4.56;3.67;31488.00;25340.43;0.16821;0.13537
43;20449;3;6816;4.56;3.71;31050.67;25270.66;0.16587;0.13499
44;20164;3;6721;4.56;3.75;30617.89;25198.65;0.16356;0.13461
45;19881;3;6627;4.56;3.79;30189.67;25124.39;0.16127;0.13421
46;19600;3;6533;4.56;3.83;29761.44;25044.08;0.15898;0.13378
47;19321;3;6440;4.56;3.88;29337.78;24961.47;0.15672;0.13334
48;19044;3;6348;4.56;3.92;28918.67;24876.61;0.15448;0.13289
49;19044;3;6348;4.56;3.96;28918.67;25150.04;0.15448;0.13435
50;18769;3;6256;4.56;4.01;28499.55;25056.67;0.15224;0.13385
51;18496;3;6165;4.56;4.05;28085.00;24960.98;0.15003;0.13334
52;18225;3;6075;4.56;4.09;27675.00;24863.01;0.14784;0.13282
53;17956;3;5985;4.56;4.14;27265.00;24758.67;0.14565;0.13226
54;17689;3;5896;4.56;4.18;26859.55;24652.05;0.14348;0.13169
55;17424;3;5808;4.56;4.23;26458.67;24543.18;0.14134;0.13111
56;17161;3;5720;4.56;4.27;26057.78;24427.87;0.13920;0.13049
57;17161;3;5720;4.56;4.32;26057.78;24685.80;0.13920;0.13187
58;16900;3;5633;4.56;4.36;25661.44;24565.68;0.13708;0.13123
59;16641;3;5547;4.56;4.41;25269.67;24443.38;0.13499;0.13057
60;16384;3;5461;4.56;4.45;24877.89;24314.51;0.13289;0.12989
61;16129;3;5376;4.56;4.50;24490.67;24183.50;0.13083;0.12919
62;15876;3;5292;4.56;4.54;24108.00;24050.41;0.12878;0.12847
63;15625;3;5208;4.56;4.59;23725.33;23910.72;0.12674;0.12773
64;15376;3;5125;4.56;4.64;23347.22;23768.99;0.12472;0.12697
65;15376;3;5125;4.56;4.68;23347.22;24009.46;0.12472;0.12826
66;15129;3;5043;4.56;4.73;22973.67;23863.02;0.12272;0.12747
67;14884;3;4961;4.56;4.78;22600.11;23709.91;0.12073;0.12666
68;14641;3;4880;4.56;4.83;22231.11;23554.91;0.11876;0.12583
69;14400;3;4800;4.56;4.87;21866.67;23398.08;0.11681;0.12499
70;14161;3;4720;4.56;4.92;21502.22;23234.59;0.11486;0.12412
71;13924;3;4641;4.56;4.97;21142.33;23069.35;0.11294;0.12323
72;13689;3;4563;4.56;5.02;20787.00;22902.45;0.11104;0.12234
73;13689;3;4563;4.56;5.07;20787.00;23124.18;0.11104;0.12353
74;13456;3;4485;4.56;5.12;20431.67;22947.74;0.10914;0.12258
75;13225;3;4408;4.56;5.17;20080.89;22769.73;0.10727;0.12163
76;12996;3;4332;4.56;5.21;19734.67;22590.24;0.10542;0.12067
77;12769;3;4256;4.56;5.26;19388.44;22404.10;0.10357;0.11968
78;12544;3;4181;4.56;5.31;19046.78;22216.57;0.10175;0.11868
79;12321;3;4107;4.56;5.36;18709.67;22027.75;0.09994;0.11767
80;12321;3;4107;4.56;5.41;18709.67;22232.93;0.09994;0.11877
81;12100;3;4033;4.56;5.46;18372.55;22034.57;0.09814;0.11771
82;11881;3;3960;4.56;5.51;18040.00;21835.04;0.09637;0.11664
83;11664;3;3888;4.56;5.56;17712.00;21634.45;0.09462;0.11557
84;11449;3;3816;4.56;5.62;17384.00;21427.27;0.09286;0.11446
85;11236;3;3745;4.56;5.67;17060.55;21219.14;0.09114;0.11335
86;11025;3;3675;4.56;5.72;16741.67;21010.17;0.08943;0.11223
87;10816;3;3605;4.56;5.77;16422.78;20794.69;0.08773;0.11108
88;10816;3;3605;4.56;5.82;16422.78;20980.04;0.08773;0.11207
89;10609;3;3536;4.56;5.87;16108.44;20760.91;0.08605;0.11090
90;10404;3;3468;4.56;5.92;15798.67;20541.18;0.08439;0.10973
91;10201;3;3400;4.56;5.98;15488.89;20315.00;0.08274;0.10852
92;10000;3;3333;4.56;6.03;15183.67;20088.36;0.08111;0.10731
93;9801;3;3267;4.56;6.08;14883.00;19861.36;0.07950;0.10610
94;9604;3;3201;4.56;6.13;14582.33;19628.01;0.07790;0.10485
95;9409;3;3136;4.56;6.18;14286.22;19394.45;0.07632;0.10360
96;9409;3;3136;4.56;6.24;14286.22;19559.97;0.07632;0.10449
97;9216;3;3072;4.56;6.29;13994.67;19323.45;0.07476;0.10322
98;9025;3;3008;4.56;6.34;13703.11;19080.63;0.07320;0.10193
99;8836;3;2945;4.56;6.40;13416.11;18837.90;0.07167;0.10063
100;8649;3;2883;4.56;6.45;13133.67;18595.37;0.07016;0.09933
101;8464;3;2821;4.56;6.50;12851.22;18346.67;0.06865;0.09801
102;8281;3;2760;4.56;6.56;12573.33;18098.31;0.06717;0.09668
103;8100;3;2700;4.56;6.61;12300.00;17850.44;0.06571;0.09535
104;7921;3;2640;4.56;6.67;12026.67;17596.51;0.06425;0.09400
105;7744;3;2581;4.56;6.72;11757.89;17343.22;0.06281;0.09265
106;7744;3;2581;4.56;6.77;11757.89;17483.58;0.06281;0.09340
107;7569;3;2523;4.56;6.83;11493.67;17228.29;0.06140;0.09203
108;7396;3;2465;4.56;6.88;11229.44;16967.05;0.05999;0.09064
109;7225;3;2408;4.56;6.94;10969.78;16706.77;0.05860;0.08925
110;7056;3;2352;4.56;6.99;10714.67;16447.59;0.05724;0.08786
111;6889;3;2296;4.56;7.05;10459.55;16182.59;0.05587;0.08645
112;6724;3;2241;4.56;7.10;10209.00;15918.85;0.05454;0.08504
113;6561;3;2187;4.56;7.16;9963.00;15656.52;0.05322;0.08364
114;6561;3;2187;4.56;7.21;9963.00;15778.09;0.05322;0.08428
115;6400;3;2133;4.56;7.27;9717.00;15507.39;0.05191;0.08284
116;6241;3;2080;4.56;7.33;9475.56;15238.30;0.05062;0.08140
117;6084;3;2028;4.56;7.38;9238.67;14970.96;0.04935;0.07997
118;5929;3;1976;4.56;7.44;9001.78;14698.08;0.04809;0.07852
119;5776;3;1925;4.56;7.49;8769.44;14427.13;0.04685;0.07707
120;5625;3;1875;4.56;7.55;8541.67;14158.25;0.04563;0.07563
121;5476;3;1825;4.56;7.61;8313.89;13883.99;0.04441;0.07417
122;5476;3;1825;4.56;7.66;8313.89;13987.53;0.04441;0.07472
123;5329;3;1776;4.56;7.72;8090.67;13712.99;0.04322;0.07325
124;5184;3;1728;4.56;7.78;7872.00;13440.89;0.04205;0.07180
125;5041;3;1680;4.56;7.84;7653.33;13163.55;0.04088;0.07032
126;4900;3;1633;4.56;7.89;7439.22;12888.84;0.03974;0.06885
127;4761;3;1587;4.56;7.95;7229.67;12616.91;0.03862;0.06740
128;4624;3;1541;4.56;8.01;7020.11;12339.91;0.03750;0.06592
129;4624;3;1541;4.56;8.07;7020.11;12428.82;0.03750;0.06639
130;4489;3;1496;4.56;8.12;6815.11;12152.39;0.03641;0.06492
131;4356;3;1452;4.56;8.18;6614.67;11879.13;0.03533;0.06346
132;4225;3;1408;4.56;8.24;6414.22;11600.96;0.03426;0.06197
133;4096;3;1365;4.56;8.30;6218.33;11326.16;0.03322;0.06050
134;3969;3;1323;4.56;8.36;6027.00;11054.87;0.03220;0.05905
135;3844;3;1281;4.56;8.41;5835.67;10778.86;0.03117;0.05758
136;3721;3;1240;4.56;8.47;5648.89;10506.56;0.03018;0.05612
137;3721;3;1240;4.56;8.53;5648.89;10579.41;0.03018;0.05651
138;3600;3;1200;4.56;8.59;5466.67;10308.80;0.02920;0.05507
139;3481;3;1160;4.56;8.65;5284.44;10033.62;0.02823;0.05360
140;3364;3;1121;4.56;8.71;5106.78;9762.58;0.02728;0.05215
141;3249;3;1083;4.56;8.77;4933.67;9495.83;0.02636;0.05073
142;3136;3;1045;4.56;8.83;4760.56;9224.70;0.02543;0.04928
143;3025;3;1008;4.56;8.89;4592.00;8958.08;0.02453;0.04785
144;2916;3;972;4.56;8.95;4428.00;8696.12;0.02365;0.04645
145;2916;3;972;4.56;9.01;4428.00;8754.21;0.02365;0.04676
146;2809;3;936;4.56;9.07;4264.00;8486.04;0.02278;0.04533
147;2704;3;901;4.56;9.13;4104.56;8222.79;0.02193;0.04393
148;2601;3;867;4.56;9.19;3949.67;7964.63;0.02110;0.04255
149;2500;3;833;4.56;9.25;3794.78;7702.49;0.02027;0.04115
150;2401;3;800;4.56;9.31;3644.44;7445.65;0.01947;0.03977
151;2304;3;768;4.56;9.37;3498.67;7194.29;0.01869;0.03843
152;2209;3;736;4.56;9.43;3352.89;6939.14;0.01791;0.03707
153;2116;3;705;4.56;9.49;3211.67;6689.69;0.01716;0.03574
154;2025;3;675;4.56;9.55;3075.00;6446.10;0.01643;0.03443
155;1936;3;645;4.56;9.61;2938.33;6198.94;0.01570;0.03311
156;1936;3;645;4.56;9.67;2938.33;6238.34;0.01570;0.03332
157;1849;3;616;4.56;9.73;2806.22;5995.57;0.01499;0.03203
158;1764;3;588;4.56;9.79;2678.67;5759.10;0.01431;0.03076
159;1681;3;560;4.56;9.86;2551.11;5519.27;0.01363;0.02948
160;1600;3;533;4.56;9.92;2428.11;5285.98;0.01297;0.02824
161;1521;3;507;4.56;9.98;2309.67;5059.40;0.01234;0.02703
162;1444;3;481;4.56;10.04;2191.22;4829.66;0.01171;0.02580
163;1369;3;456;4.56;10.10;2077.33;4606.87;0.01110;0.02461
164;1296;3;432;4.56;10.16;1968.00;4391.20;0.01051;0.02346
165;1296;3;432;4.56;10.23;1968.00;4418.04;0.01051;0.02360
166;1225;3;408;4.56;10.29;1858.67;4197.99;0.00993;0.02243
167;1156;3;385;4.56;10.35;1753.89;3985.35;0.00937;0.02129
168;1089;3;363;4.56;10.41;1653.67;3780.29;0.00883;0.02019
169;1024;3;341;4.56;10.48;1553.44;3572.52;0.00830;0.01908
170;961;3;320;4.56;10.54;1457.78;3372.58;0.00779;0.01802
171;900;3;300;4.56;10.60;1366.67;3180.63;0.00730;0.01699
172;841;3;280;4.56;10.67;1275.56;2986.21;0.00681;0.01595
173;784;3;261;4.56;10.73;1189.00;2800.02;0.00635;0.01496
174;784;3;261;4.56;10.79;1189.00;2816.50;0.00635;0.01505
175;729;3;243;4.56;10.85;1107.00;2637.63;0.00591;0.01409
176;676;3;225;4.56;10.92;1025.00;2456.50;0.00548;0.01312
177;625;3;208;4.56;10.98;947.56;2284.10;0.00506;0.01220
178;576;3;192;4.56;11.04;874.67;2120.61;0.00467;0.01133
179;529;3;176;4.56;11.11;801.78;1955.10;0.00428;0.01044
180;484;3;161;4.56;11.17;733.44;1798.74;0.00392;0.00961
181;441;3;147;4.56;11.24;669.67;1651.72;0.00358;0.00882
182;400;3;133;4.56;11.30;605.89;1502.92;0.00324;0.00803
183;361;3;120;4.56;11.36;546.67;1363.71;0.00292;0.00728
184;324;3;108;4.56;11.43;492.00;1234.28;0.00263;0.00659
185;289;3;96;4.56;11.49;437.33;1103.31;0.00234;0.00589
186;256;3;85;4.56;11.56;387.22;982.36;0.00207;0.00525
187;256;3;85;4.56;11.62;387.22;987.85;0.00207;0.00528
188;225;3;75;4.56;11.69;341.67;876.48;0.00183;0.00468
189;196;3;65;4.56;11.75;296.11;763.82;0.00158;0.00408
190;169;3;56;4.56;11.82;255.11;661.69;0.00136;0.00353
191;144;3;48;4.56;11.88;218.67;570.28;0.00117;0.00305
192;144;3;48;4.56;11.95;218.67;573.40;0.00117;0.00306
193;121;3;40;4.56;12.01;182.22;480.44;0.00097;0.00257
194;81;3;27;4.56;12.08;123.00;326.06;0.00066;0.00174
195;81;3;27;4.56;12.14;123.00;327.82;0.00066;0.00175
196;64;3;21;4.56;12.21;95.67;256.35;0.00051;0.00137
197;49;3;16;4.56;12.27;72.89;196.36;0.00039;0.00105
198;36;3;12;4.56;12.34;54.67;148.06;0.00029;0.00079
199;25;3;8;4.56;12.40;36.44;99.23;0.00019;0.00053
200;16;3;5;4.56;12.47;22.78;62.35;0.00012;0.00033
201;9;3;3;4.56;12.54;13.67;37.61;0.00007;0.00020
202;9;3;3;4.56;12.60;13.67;37.81;0.00007;0.00020
203;4;3;1;4.56;12.67;4.56;12.67;0.00002;0.00007
