Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
117;6084;2;3042;8.00;7.38;24336.00;22456.44;0.13000;0.11996
118;5929;2;2964;8.00;7.44;23712.00;22047.13;0.12667;0.11777
119;5776;2;2888;8.00;7.49;23104.00;21644.44;0.12342;0.11562
120;5625;2;2812;8.00;7.55;22496.00;21233.60;0.12017;0.11343
121;5476;2;2738;8.00;7.61;21904.00;20829.79;0.11701;0.11127
122;5476;2;2738;8.00;7.66;21904.00;20985.13;0.11701;0.11210
123;5329;2;2664;8.00;7.72;21312.00;20569.48;0.11385;0.10988
124;5184;2;2592;8.00;7.78;20736.00;20161.33;0.11077;0.10770
125;5041;2;2520;8.00;7.84;20160.00;19745.32;0.10769;0.10548
126;4900;2;2450;8.00;7.89;19600.00;19337.20;0.10470;0.10330
127;4761;2;2380;8.00;7.95;19040.00;18921.39;0.10171;0.10108
128;4624;2;2312;8.00;8.01;18496.00;18513.86;0.09880;0.09890
129;4624;2;2312;8.00;8.07;18496.00;18647.26;0.09880;0.09961
130;4489;2;2244;8.00;8.12;17952.00;18228.59;0.09590;0.09737
131;4356;2;2178;8.00;8.18;17424.00;17818.70;0.09308;0.09519
132;4225;2;2112;8.00;8.24;16896.00;17401.44;0.09026;0.09296
133;4096;2;2048;8.00;8.30;16384.00;16993.38;0.08752;0.09078
134;3969;2;1984;8.00;8.36;15872.00;16578.13;0.08479;0.08856
135;3844;2;1922;8.00;8.41;15376.00;16172.49;0.08214;0.08639
136;3721;2;1860;8.00;8.47;14880.00;15759.84;0.07949;0.08419
137;3721;2;1860;8.00;8.53;14880.00;15869.12;0.07949;0.08477
138;3600;2;1800;8.00;8.59;14400.00;15463.20;0.07692;0.08260
139;3481;2;1740;8.00;8.65;13920.00;15050.44;0.07436;0.08040
140;3364;2;1682;8.00;8.71;13456.00;14648.22;0.07188;0.07825
141;3249;2;1624;8.00;8.77;12992.00;14239.36;0.06940;0.07606
142;3136;2;1568;8.00;8.83;12544.00;13841.47;0.06701;0.07394
143;3025;2;1512;8.00;8.89;12096.00;13437.12;0.06462;0.07178
144;2916;2;1458;8.00;8.95;11664.00;13044.18;0.06231;0.06968
145;2916;2;1458;8.00;9.01;11664.00;13131.32;0.06231;0.07015
146;2809;2;1404;8.00;9.07;11232.00;12729.06;0.06000;0.06800
147;2704;2;1352;8.00;9.13;10816.00;12338.75;0.05778;0.06591
148;2601;2;1300;8.00;9.19;10400.00;11942.35;0.05556;0.06379
149;2500;2;1250;8.00;9.25;10000.00;11558.35;0.05342;0.06174
150;2401;2;1200;8.00;9.31;9600.00;11168.47;0.05128;0.05966
151;2304;2;1152;8.00;9.37;9216.00;10791.43;0.04923;0.05765
152;2209;2;1104;8.00;9.43;8832.00;10408.71;0.04718;0.05560
153;2116;2;1058;8.00;9.49;8464.00;10039.28;0.04521;0.05363
154;2025;2;1012;8.00;9.55;8096.00;9664.38;0.04325;0.05163
155;1936;2;968;8.00;9.61;7744.00;9303.21;0.04137;0.04970
156;1936;2;968;8.00;9.67;7744.00;9362.35;0.04137;0.05001
157;1849;2;924;8.00;9.73;7392.00;8993.35;0.03949;0.04804
158;1764;2;882;8.00;9.79;7056.00;8638.66;0.03769;0.04615
159;1681;2;840;8.00;9.86;6720.00;8278.91;0.03590;0.04422
160;1600;2;800;8.00;9.92;6400.00;7933.92;0.03419;0.04238
161;1521;2;760;8.00;9.98;6080.00;7584.10;0.03248;0.04051
162;1444;2;722;8.00;10.04;5776.00;7249.51;0.03085;0.03873
163;1369;2;684;8.00;10.10;5472.00;6910.30;0.02923;0.03691
164;1296;2;648;8.00;10.16;5184.00;6586.79;0.02769;0.03519
165;1296;2;648;8.00;10.23;5184.00;6627.06;0.02769;0.03540
166;1225;2;612;8.00;10.29;4896.00;6296.98;0.02615;0.03364
167;1156;2;578;8.00;10.35;4624.00;5983.20;0.02470;0.03196
168;1089;2;544;8.00;10.41;4352.00;5665.23;0.02325;0.03026
169;1024;2;512;8.00;10.48;4096.00;5364.02;0.02188;0.02865
170;961;2;480;8.00;10.54;3840.00;5058.87;0.02051;0.02702
171;900;2;450;8.00;10.60;3600.00;4770.95;0.01923;0.02549
172;841;2;420;8.00;10.67;3360.00;4479.31;0.01795;0.02393
173;784;2;392;8.00;10.73;3136.00;4205.40;0.01675;0.02246
174;784;2;392;8.00;10.79;3136.00;4230.15;0.01675;0.02260
175;729;2;364;8.00;10.85;2912.00;3951.02;0.01556;0.02111
176;676;2;338;8.00;10.92;2704.00;3690.21;0.01444;0.01971
177;625;2;312;8.00;10.98;2496.00;3426.15;0.01333;0.01830
178;576;2;288;8.00;11.04;2304.00;3180.91;0.01231;0.01699
179;529;2;264;8.00;11.11;2112.00;2932.64;0.01128;0.01567
180;484;2;242;8.00;11.17;1936.00;2703.69;0.01034;0.01444
181;441;2;220;8.00;11.24;1760.00;2471.96;0.00940;0.01320
182;400;2;200;8.00;11.30;1600.00;2260.03;0.00855;0.01207
183;361;2;180;8.00;11.36;1440.00;2045.57;0.00769;0.01093
184;324;2;162;8.00;11.43;1296.00;1851.41;0.00692;0.00989
185;289;2;144;8.00;11.49;1152.00;1654.96;0.00615;0.00884
186;256;2;128;8.00;11.56;1024.00;1479.32;0.00547;0.00790
187;256;2;128;8.00;11.62;1024.00;1487.58;0.00547;0.00795
188;225;2;112;8.00;11.69;896.00;1308.87;0.00479;0.00699
189;196;2;98;8.00;11.75;784.00;1151.61;0.00419;0.00615
190;169;2;84;8.00;11.82;672.00;992.54;0.00359;0.00530
191;144;2;72;8.00;11.88;576.00;855.42;0.00308;0.00457
192;144;2;72;8.00;11.95;576.00;860.10;0.00308;0.00459
193;121;2;60;8.00;12.01;480.00;720.66;0.00256;0.00385
194;81;2;40;8.00;12.08;320.00;483.05;0.00171;0.00258
195;81;2;40;8.00;12.14;320.00;485.66;0.00171;0.00259
196;64;2;32;8.00;12.21;256.00;390.62;0.00137;0.00209
197;49;2;24;8.00;12.27;192.00;294.54;0.00103;0.00157
198;36;2;18;8.00;12.34;144.00;222.09;0.00077;0.00119
199;25;2;12;8.00;12.40;96.00;148.85;0.00051;0.00080
200;16;2;8;8.00;12.47;64.00;99.76;0.00034;0.00053
201;9;2;4;8.00;12.54;32.00;50.14;0.00017;0.00027
202;9;2;4;8.00;12.60;32.00;50.41;0.00017;0.00027
203;4;2;2;8.00;12.67;16.00;25.34;0.00009;0.00014
