Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
52;18225;1;18225;5.00;4.09;91125.00;74589.04;0.48678;0.39845
53;17956;1;17956;5.00;4.14;89780.00;74280.15;0.47959;0.39680
54;17689;1;17689;5.00;4.18;88445.00;73960.32;0.47246;0.39509
55;17424;1;17424;5.00;4.23;87120.00;73629.55;0.46538;0.39332
56;17161;1;17161;5.00;4.27;85805.00;73287.88;0.45836;0.39150
57;17161;1;17161;5.00;4.32;85805.00;74061.70;0.45836;0.39563
58;16900;1;16900;5.00;4.36;84500.00;73701.39;0.45139;0.39370
59;16641;1;16641;5.00;4.41;83205.00;73330.14;0.44447;0.39172
60;16384;1;16384;5.00;4.45;81920.00;72947.99;0.43761;0.38968
61;16129;1;16129;5.00;4.50;80645.00;72555.01;0.43080;0.38758
62;15876;1;15876;5.00;4.54;79380.00;72151.24;0.42404;0.38542
63;15625;1;15625;5.00;4.59;78125.00;71736.75;0.41733;0.38321
64;15376;1;15376;5.00;4.64;76880.00;71311.63;0.41068;0.38094
65;15376;1;15376;5.00;4.68;76880.00;72033.06;0.41068;0.38479
66;15129;1;15129;5.00;4.73;75645.00;71589.05;0.40409;0.38242
67;14884;1;14884;5.00;4.78;74420.00;71134.52;0.39754;0.37999
68;14641;1;14641;5.00;4.83;73205.00;70669.55;0.39105;0.37751
69;14400;1;14400;5.00;4.87;72000.00;70194.24;0.38462;0.37497
70;14161;1;14161;5.00;4.92;70805.00;69708.70;0.37823;0.37238
71;13924;1;13924;5.00;4.97;69620.00;69213.02;0.37190;0.36973
72;13689;1;13689;5.00;5.02;68445.00;68707.34;0.36563;0.36703
73;13689;1;13689;5.00;5.07;68445.00;69372.55;0.36563;0.37058
74;13456;1;13456;5.00;5.12;67280.00;68848.35;0.35940;0.36778
75;13225;1;13225;5.00;5.17;66125.00;68314.37;0.35323;0.36493
76;12996;1;12996;5.00;5.21;64980.00;67770.72;0.34712;0.36202
77;12769;1;12769;5.00;5.26;63845.00;67217.56;0.34105;0.35907
78;12544;1;12544;5.00;5.31;62720.00;66655.02;0.33504;0.35606
79;12321;1;12321;5.00;5.36;61605.00;66083.27;0.32909;0.35301
80;12321;1;12321;5.00;5.41;61605.00;66698.79;0.32909;0.35630
81;12100;1;12100;5.00;5.46;60500.00;66109.17;0.32318;0.35315
82;11881;1;11881;5.00;5.51;59405.00;65510.64;0.31733;0.34995
83;11664;1;11664;5.00;5.56;58320.00;64903.34;0.31154;0.34671
84;11449;1;11449;5.00;5.62;57245.00;64287.43;0.30580;0.34342
85;11236;1;11236;5.00;5.67;56180.00;63663.10;0.30011;0.34008
86;11025;1;11025;5.00;5.72;55125.00;63030.51;0.29447;0.33670
87;10816;1;10816;5.00;5.77;54080.00;62389.84;0.28889;0.33328
88;10816;1;10816;5.00;5.82;54080.00;62945.95;0.28889;0.33625
89;10609;1;10609;5.00;5.87;53045.00;62288.59;0.28336;0.33274
90;10404;1;10404;5.00;5.92;52020.00;61623.55;0.27788;0.32919
91;10201;1;10201;5.00;5.98;51005.00;60950.97;0.27246;0.32559
92;10000;1;10000;5.00;6.03;50000.00;60271.10;0.26709;0.32196
93;9801;1;9801;5.00;6.08;49005.00;59584.09;0.26178;0.31829
94;9604;1;9604;5.00;6.13;48020.00;58890.17;0.25652;0.31458
95;9409;1;9409;5.00;6.18;47045.00;58189.53;0.25131;0.31084
96;9409;1;9409;5.00;6.24;47045.00;58686.16;0.25131;0.31349
97;9216;1;9216;5.00;6.29;46080.00;57970.34;0.24615;0.30967
98;9025;1;9025;5.00;6.34;45125.00;57248.24;0.24105;0.30581
99;8836;1;8836;5.00;6.40;44180.00;56520.09;0.23600;0.30192
100;8649;1;8649;5.00;6.45;43245.00;55786.11;0.23101;0.29800
101;8464;1;8464;5.00;6.50;42320.00;55046.50;0.22607;0.29405
102;8281;1;8281;5.00;6.56;41405.00;54301.50;0.22118;0.29007
103;8100;1;8100;5.00;6.61;40500.00;53551.32;0.21635;0.28606
104;7921;1;7921;5.00;6.67;39605.00;52796.21;0.21157;0.28203
105;7744;1;7744;5.00;6.72;38720.00;52036.38;0.20684;0.27797
106;7744;1;7744;5.00;6.77;38720.00;52457.52;0.20684;0.28022
107;7569;1;7569;5.00;6.83;37845.00;51684.88;0.20216;0.27609
108;7396;1;7396;5.00;6.88;36980.00;50908.04;0.19754;0.27194
109;7225;1;7225;5.00;6.94;36125.00;50127.25;0.19298;0.26777
110;7056;1;7056;5.00;6.99;35280.00;49342.76;0.18846;0.26358
111;6889;1;6889;5.00;7.05;34445.00;48554.81;0.18400;0.25937
112;6724;1;6724;5.00;7.10;33620.00;47763.66;0.17959;0.25515
113;6561;1;6561;5.00;7.16;32805.00;46969.55;0.17524;0.25091
114;6561;1;6561;5.00;7.21;32805.00;47334.27;0.17524;0.25285
115;6400;1;6400;5.00;7.27;32000.00;46529.44;0.17094;0.24855
116;6241;1;6241;5.00;7.33;31205.00;45722.23;0.16669;0.24424
117;6084;1;6084;5.00;7.38;30420.00;44912.89;0.16250;0.23992
118;5929;1;5929;5.00;7.44;29645.00;44101.69;0.15836;0.23559
119;5776;1;5776;5.00;7.49;28880.00;43288.89;0.15427;0.23124
120;5625;1;5625;5.00;7.55;28125.00;42474.76;0.15024;0.22690
121;5476;1;5476;5.00;7.61;27380.00;41659.57;0.14626;0.22254
122;5476;1;5476;5.00;7.66;27380.00;41970.26;0.14626;0.22420
123;5329;1;5329;5.00;7.72;26645.00;41146.68;0.14233;0.21980
124;5184;1;5184;5.00;7.78;25920.00;40322.67;0.13846;0.21540
125;5041;1;5041;5.00;7.84;25205.00;39498.48;0.13464;0.21100
126;4900;1;4900;5.00;7.89;24500.00;38674.41;0.13088;0.20659
127;4761;1;4761;5.00;7.95;23805.00;37850.73;0.12716;0.20219
128;4624;1;4624;5.00;8.01;23120.00;37027.72;0.12350;0.19780
129;4624;1;4624;5.00;8.07;23120.00;37294.52;0.12350;0.19922
130;4489;1;4489;5.00;8.12;22445.00;36465.30;0.11990;0.19479
131;4356;1;4356;5.00;8.18;21780.00;35637.40;0.11635;0.19037
132;4225;1;4225;5.00;8.24;21125.00;34811.13;0.11285;0.18596
133;4096;1;4096;5.00;8.30;20480.00;33986.77;0.10940;0.18155
134;3969;1;3969;5.00;8.36;19845.00;33164.63;0.10601;0.17716
135;3844;1;3844;5.00;8.41;19220.00;32344.98;0.10267;0.17278
136;3721;1;3721;5.00;8.47;18605.00;31528.15;0.09939;0.16842
137;3721;1;3721;5.00;8.53;18605.00;31746.77;0.09939;0.16959
138;3600;1;3600;5.00;8.59;18000.00;30926.40;0.09615;0.16521
139;3481;1;3481;5.00;8.65;17405.00;30109.52;0.09298;0.16084
140;3364;1;3364;5.00;8.71;16820.00;29296.45;0.08985;0.15650
141;3249;1;3249;5.00;8.77;16245.00;28487.48;0.08678;0.15218
142;3136;1;3136;5.00;8.83;15680.00;27682.94;0.08376;0.14788
143;3025;1;3025;5.00;8.89;15125.00;26883.12;0.08080;0.14361
144;2916;1;2916;5.00;8.95;14580.00;26088.36;0.07788;0.13936
145;2916;1;2916;5.00;9.01;14580.00;26262.63;0.07788;0.14029
146;2809;1;2809;5.00;9.07;14045.00;25467.18;0.07503;0.13604
147;2704;1;2704;5.00;9.13;13520.00;24677.49;0.07222;0.13182
148;2601;1;2601;5.00;9.19;13005.00;23893.89;0.06947;0.12764
149;2500;1;2500;5.00;9.25;12500.00;23116.71;0.06677;0.12349
150;2401;1;2401;5.00;9.31;12005.00;22346.26;0.06413;0.11937
151;2304;1;2304;5.00;9.37;11520.00;21582.86;0.06154;0.11529
152;2209;1;2209;5.00;9.43;11045.00;20826.85;0.05900;0.11125
153;2116;1;2116;5.00;9.49;10580.00;20078.55;0.05652;0.10726
154;2025;1;2025;5.00;9.55;10125.00;19338.30;0.05409;0.10330
155;1936;1;1936;5.00;9.61;9680.00;18606.42;0.05171;0.09939
156;1936;1;1936;5.00;9.67;9680.00;18724.70;0.05171;0.10003
157;1849;1;1849;5.00;9.73;9245.00;17996.44;0.04939;0.09613
158;1764;1;1764;5.00;9.79;8820.00;17277.31;0.04712;0.09229
159;1681;1;1681;5.00;9.86;8405.00;16567.67;0.04490;0.08850
160;1600;1;1600;5.00;9.92;8000.00;15867.85;0.04274;0.08476
161;1521;1;1521;5.00;9.98;7605.00;15178.18;0.04063;0.08108
162;1444;1;1444;5.00;10.04;7220.00;14499.02;0.03857;0.07745
163;1369;1;1369;5.00;10.10;6845.00;13830.71;0.03657;0.07388
164;1296;1;1296;5.00;10.16;6480.00;13173.59;0.03462;0.07037
165;1296;1;1296;5.00;10.23;6480.00;13254.12;0.03462;0.07080
166;1225;1;1225;5.00;10.29;6125.00;12604.26;0.03272;0.06733
167;1156;1;1156;5.00;10.35;5780.00;11966.39;0.03088;0.06392
168;1089;1;1089;5.00;10.41;5445.00;11340.87;0.02909;0.06058
169;1024;1;1024;5.00;10.48;5120.00;10728.05;0.02735;0.05731
170;961;1;961;5.00;10.54;4805.00;10128.27;0.02567;0.05410
171;900;1;900;5.00;10.60;4500.00;9541.90;0.02404;0.05097
172;841;1;841;5.00;10.67;4205.00;8969.29;0.02246;0.04791
173;784;1;784;5.00;10.73;3920.00;8410.80;0.02094;0.04493
174;784;1;784;5.00;10.79;3920.00;8460.30;0.02094;0.04519
175;729;1;729;5.00;10.85;3645.00;7912.88;0.01947;0.04227
176;676;1;676;5.00;10.92;3380.00;7380.43;0.01806;0.03943
177;625;1;625;5.00;10.98;3125.00;6863.28;0.01669;0.03666
178;576;1;576;5.00;11.04;2880.00;6361.82;0.01538;0.03398
179;529;1;529;5.00;11.11;2645.00;5876.40;0.01413;0.03139
180;484;1;484;5.00;11.17;2420.00;5407.39;0.01293;0.02889
181;441;1;441;5.00;11.24;2205.00;4955.15;0.01178;0.02647
182;400;1;400;5.00;11.30;2000.00;4520.07;0.01068;0.02415
183;361;1;361;5.00;11.36;1805.00;4102.50;0.00964;0.02192
184;324;1;324;5.00;11.43;1620.00;3702.83;0.00865;0.01978
185;289;1;289;5.00;11.49;1445.00;3321.42;0.00772;0.01774
186;256;1;256;5.00;11.56;1280.00;2958.64;0.00684;0.01580
187;256;1;256;5.00;11.62;1280.00;2975.16;0.00684;0.01589
188;225;1;225;5.00;11.69;1125.00;2629.43;0.00601;0.01405
189;196;1;196;5.00;11.75;980.00;2303.21;0.00524;0.01230
190;169;1;169;5.00;11.82;845.00;1996.89;0.00451;0.01067
191;144;1;144;5.00;11.88;720.00;1710.84;0.00385;0.00914
192;144;1;144;5.00;11.95;720.00;1720.21;0.00385;0.00919
193;121;1;121;5.00;12.01;605.00;1453.33;0.00323;0.00776
194;81;1;81;5.00;12.08;405.00;978.18;0.00216;0.00523
195;81;1;81;5.00;12.14;405.00;983.47;0.00216;0.00525
196;64;1;64;5.00;12.21;320.00;781.25;0.00171;0.00417
197;49;1;49;5.00;12.27;245.00;601.36;0.00131;0.00321
198;36;1;36;5.00;12.34;180.00;444.18;0.00096;0.00237
199;25;1;25;5.00;12.40;125.00;310.10;0.00067;0.00166
200;16;1;16;5.00;12.47;80.00;199.52;0.00043;0.00107
201;9;1;9;5.00;12.54;45.00;112.82;0.00024;0.00060
202;9;1;9;5.00;12.60;45.00;113.42;0.00024;0.00061
203;4;1;4;5.00;12.67;20.00;50.67;0.00011;0.00027
