scenario,duration_years
baseline,11.264769693772196
baseline,12.097746234670195
baseline,13.05597550012147
baseline,11.032720599327632
baseline,11.232762311669273
baseline,11.70958061820546
baseline,11.654645776856484
baseline,12.432801824259021
baseline,12.093421502624711
baseline,10.967030985469044
baseline,12.254966343962819
baseline,11.622507319232788
baseline,12.714329585456198
baseline,11.594337294500981
baseline,11.589263315149392
baseline,12.270255957543753
baseline,12.402897374014705
baseline,12.215044858544847
baseline,11.014639364662656
baseline,12.26841387195228
baseline,11.367944702523769
baseline,12.08968009394635
baseline,11.155345206967938
baseline,12.213992583944583
baseline,11.494140984435045
baseline,11.23190990058433
baseline,12.373406239265014
baseline,12.09341259366694
baseline,11.601991332013158
baseline,12.823748167935353
baseline,11.699906280201926
baseline,11.971210079067077
baseline,12.109407913893081
baseline,11.598791413409149
baseline,12.228693081100364
baseline,11.647378560297689
baseline,11.716378013706725
baseline,12.76881553389261
baseline,11.364485244718335
baseline,10.633195324356723
baseline,12.923472681560579
baseline,13.525180201753084
baseline,11.71999694130533
baseline,10.881319200411081
baseline,11.77398739842077
baseline,11.787846822951387
baseline,11.843020892906772
baseline,11.324445349291725
baseline,12.293135610383299
baseline,12.260371721132248
baseline,11.117194557215882
baseline,12.364637693446504
baseline,13.203299181915805
baseline,12.052633937800652
baseline,11.758673113515927
baseline,11.870573441250384
baseline,12.314426022376113
baseline,10.990600458306174
baseline,12.048212584747077
baseline,11.728413734048571
baseline,13.072780502033675
baseline,11.852070082986941
baseline,12.959210714532182
baseline,11.329743064719915
baseline,12.297723911398064
baseline,12.13907850199082
baseline,11.459392606742403
baseline,12.055809936433853
baseline,12.676210832750293
baseline,11.766392146299127
baseline,11.011241417707588
baseline,11.942423308066195
baseline,11.440864488672398
baseline,11.755813575247938
baseline,11.905401900040722
baseline,11.003937212865376
baseline,11.052043779233765
baseline,12.235174241893205
baseline,11.653442001958839
baseline,10.555176623777921
baseline,12.416082910103148
baseline,12.111436822774264
baseline,11.545931368618303
baseline,11.213306047585506
baseline,12.44679714404198
baseline,12.15671456756649
baseline,13.416252857311884
baseline,12.1985296568479
baseline,12.17933582295375
baseline,11.856234638841089
baseline,12.435318239856977
baseline,12.320294633394706
baseline,12.700330024156518
baseline,11.654230710137018
baseline,11.702882190091835
baseline,11.678113090017083
baseline,12.419669471738143
baseline,12.85312788859642
baseline,11.689592517758213
baseline,11.708917963046954
baseline,12.135946760342895
baseline,11.810997447973449
baseline,12.517140839050219
baseline,10.716487747553078
baseline,11.482941694485476
baseline,11.507625429405664
baseline,10.680929661626465
baseline,11.406959934370644
baseline,11.433803877696098
baseline,11.836601604370877
baseline,12.615173751475194
baseline,11.811398851641124
baseline,11.369870693361479
baseline,11.919631997713847
baseline,12.576217411997193
baseline,11.400148432942068
baseline,11.436343720259895
baseline,12.280620350638479
baseline,11.824880237492025
baseline,12.3336800014047
baseline,11.944691445490532
baseline,12.366116477631527
baseline,11.367520306918426
baseline,11.94559600921817
baseline,11.831101105682833
baseline,11.268310822849712
baseline,11.080033829462865
baseline,12.356579646662677
baseline,11.750905746271814
baseline,11.374575497338483
baseline,11.896980945908348
baseline,12.624383901667205
baseline,10.701457188617338
baseline,11.115991212980397
baseline,11.429519458152981
baseline,12.829967634312231
baseline,12.117436501439558
baseline,12.405537712715489
baseline,11.3097564128105
baseline,11.32107064504447
baseline,12.214875723127363
baseline,11.986402423817706
baseline,12.27478163148066
baseline,11.844314755040813
baseline,12.114827000684185
baseline,12.044550624363469
baseline,12.411824079505667
baseline,12.42943119100609
baseline,11.049786640907282
baseline,10.718829695781958
baseline,12.54733261018963
baseline,12.660981782680318
baseline,11.37548943496219
baseline,10.92200700858894
baseline,12.010106582852812
baseline,12.504273008003242
baseline,13.040976579294034
baseline,12.255493390134923
baseline,11.739080230943712
baseline,11.446020042447616
baseline,11.959230677882026
baseline,11.780394515006531
baseline,11.378553476616892
baseline,13.200783477510475
baseline,13.033120870268153
baseline,12.629299712398412
baseline,11.430647749013655
baseline,12.45839505746163
baseline,12.328982426770315
baseline,12.211756839532827
baseline,12.699061746832971
baseline,12.326439436755445
baseline,12.389128489380985
baseline,12.327356791287398
baseline,12.151671903718492
baseline,10.962434259569998
baseline,12.00113722056237
baseline,11.634543425959448
baseline,11.233431160208752
baseline,12.967966652421223
baseline,12.997667967068459
baseline,12.766697072099202
baseline,12.101369135106747
baseline,12.761377478035488
baseline,11.959579564949449
baseline,12.07066239470311
baseline,11.335385072840547
baseline,12.184820574468128
baseline,11.987629261342477
baseline,11.221015775713358
baseline,11.922960408214673
baseline,11.906474750576617
baseline,13.040955485618897
baseline,12.482090140204935
baseline,11.959227285463864
baseline,12.097600332329158
baseline,11.978235653672053
baseline,11.835563134706694
baseline,11.341455937591267
baseline,11.865365870913356
baseline,11.527906646166965
baseline,11.249521417105075
baseline,12.252478310870343
baseline,12.181438641082773
baseline,10.96078909507742
baseline,11.881699111510262
baseline,12.543656473644571
baseline,12.582346729105165
baseline,12.561996468339554
baseline,11.975159502559519
baseline,11.472735574080742
baseline,11.340756769557869
baseline,12.153918366567746
baseline,12.174364042729719
baseline,12.722274477400425
baseline,12.607233554789502
baseline,11.87620135097517
baseline,11.252853848266724
baseline,11.76906556217371
baseline,12.079110332202088
baseline,11.83603992830453
baseline,11.62230713994014
baseline,12.100003313188246
baseline,11.664047692098837
baseline,11.594068274421078
baseline,12.134403033812562
baseline,11.721859206930937
baseline,12.094854622366528
baseline,12.111926602661097
baseline,11.310157724705753
baseline,11.676902535436188
baseline,12.81541766398534
baseline,11.29774504428029
baseline,10.786897837401263
baseline,10.920943125953611
baseline,11.96947083746574
baseline,11.970519396732744
baseline,11.884622867237242
baseline,12.677237867780772
baseline,10.500033647125612
baseline,12.184196026346463
baseline,12.892491367664674
baseline,11.316546400146205
baseline,11.734476228015133
baseline,11.52411011020068
baseline,11.445345580435006
baseline,11.764982789168716
baseline,12.809024158611804
baseline,13.066164954818632
baseline,11.759463371694743
baseline,13.109114587924164
baseline,11.973222949758398
baseline,13.013242371530211
baseline,11.89864276246497
baseline,12.028762549603128
baseline,12.166219656407113
baseline,13.94454653954472
baseline,12.456140147362802
baseline,11.54963245012264
baseline,12.527427609971022
baseline,11.744707880225699
baseline,11.672085774935793
baseline,12.490799920064841
baseline,11.970617049675718
baseline,12.11508079760093
baseline,11.960699548743852
baseline,12.149193365000515
baseline,12.20135485942048
baseline,10.881251222450805
baseline,12.345098035487254
baseline,11.396799238774802
baseline,11.145310632704142
baseline,11.918790015737141
baseline,12.00134658704523
baseline,11.557339538742625
baseline,12.443915541483246
baseline,11.199537303440492
baseline,11.719045383227138
baseline,11.618374354112566
baseline,11.925626063640362
baseline,12.115250142254483
baseline,11.382512205199593
baseline,12.379683668449772
baseline,11.989149587383455
baseline,10.90502122746624
baseline,10.86985245670527
baseline,11.945460156813992
baseline,11.825206394376117
baseline,11.892804092182029
baseline,11.936390446368268
baseline,12.0839876580835
baseline,12.514468551935757
baseline,11.325698881858843
baseline,11.29232839590781
baseline,11.335466137400635
baseline,12.121154867513736
baseline,12.69615720648337
baseline,11.705190859679227
baseline,10.587473681106676
baseline,11.004822317792678
baseline,11.479417170289016
baseline,11.6336764360446
baseline,11.718224365048695
baseline,11.974966755418745
baseline,11.77326671062604
baseline,12.576318620239585
baseline,11.56714382091806
baseline,11.463131927292004
baseline,12.23328163573922
baseline,11.09499440510879
baseline,12.180509880595485
baseline,12.012154887110851
baseline,11.867442823899008
baseline,12.909279943480085
baseline,11.597362197804886
baseline,13.208174801071083
baseline,11.822646840554233
baseline,11.234969413044876
baseline,11.993169883385459
baseline,11.344855543032956
baseline,11.52474489810627
baseline,12.184845378873437
baseline,12.27885425826058
baseline,11.5973845470153
baseline,12.538612232160954
baseline,12.642446274758937
baseline,12.814501036025494
baseline,12.263287856862146
baseline,12.769302212940488
baseline,10.910915116429855
baseline,11.769750432016776
baseline,11.460527167789321
baseline,12.021866088834976
baseline,11.625939599296515
baseline,11.85667739780699
baseline,13.09457433985249
baseline,11.854629606352665
baseline,12.19474804913874
baseline,11.818727354166574
baseline,11.99653823946308
baseline,11.956080949595892
baseline,12.215177909188618
baseline,12.647228094230487
baseline,12.946338993959841
baseline,12.13332508367124
baseline,12.299087806787574
baseline,11.303889252011725
baseline,11.901771630558404
baseline,12.510003840833722
baseline,12.465010005343306
baseline,12.075819475058156
baseline,12.477359255167237
baseline,12.240335218045372
baseline,12.66870720544636
baseline,12.12141485056991
baseline,11.74820182724625
baseline,12.148756480994727
baseline,10.369702293122357
baseline,12.176492076128612
baseline,10.01526524887778
baseline,10.994441168830623
baseline,12.217217670804274
baseline,12.232483356240783
baseline,11.297553749949753
baseline,11.546923826360954
baseline,12.773706467589133
baseline,11.675323529419254
baseline,13.325673225483293
baseline,11.951482685492845
baseline,12.191345913542579
baseline,12.92719392922185
baseline,12.028744644696426
baseline,11.385574757238132
baseline,11.889167096373388
baseline,11.93197569140601
baseline,11.187292283488132
baseline,11.805231150178255
baseline,11.530090116387997
baseline,12.50034505036059
baseline,11.972663177634129
baseline,11.78980597738533
baseline,11.89121140997554
baseline,12.08255984409128
baseline,12.31535578634875
baseline,11.387027546950325
baseline,11.36393342744601
baseline,12.610106436349582
baseline,11.715981162742985
baseline,11.159072962116907
baseline,12.21250692236312
baseline,12.224090114868034
baseline,11.097644468432964
baseline,12.08628502828594
baseline,12.386467412349095
baseline,12.17147651904619
baseline,12.324414119961974
baseline,11.165876351314287
baseline,12.14592951376955
baseline,11.778478138184864
baseline,11.676025517674715
baseline,12.467782239959787
baseline,12.841229850309253
baseline,13.038937635321478
baseline,12.73923478269294
baseline,11.889163216292612
baseline,12.158700310687212
baseline,12.405240400793998
baseline,12.023003622410304
baseline,12.028591349508044
baseline,12.439525243614053
baseline,11.918286369173956
baseline,11.537306809680922
baseline,11.714767660580549
baseline,12.325566590498866
baseline,11.954329050346457
baseline,12.15132942971192
baseline,12.347196750935334
baseline,11.737301676779639
baseline,12.398882516996773
baseline,12.174105902752729
baseline,11.257978955621365
baseline,12.818231526047892
baseline,11.66586499377342
baseline,11.030936596560487
baseline,11.362029520086844
baseline,11.37525662791157
baseline,11.982858447027485
baseline,11.794921055783501
baseline,11.758954325750329
baseline,12.317079926030218
baseline,12.15113233911005
baseline,12.137106070121513
baseline,12.19240512884971
baseline,12.314950107442819
baseline,10.791447744268389
baseline,11.743224025876321
baseline,10.753722364892795
baseline,11.97350351216397
baseline,11.949911168239284
baseline,12.573997386177957
baseline,12.66092610551554
baseline,12.07064938922252
baseline,11.666082018099873
baseline,12.237009591316362
baseline,11.650504722782225
baseline,11.951788080151276
baseline,12.53784094512077
baseline,11.633652485896276
baseline,12.428630015073594
baseline,12.3515802656825
baseline,11.411853448613115
baseline,12.530401692800686
baseline,12.364259839156407
baseline,12.011789664861075
baseline,11.518841518426004
baseline,11.464861580680635
baseline,11.645001066924515
baseline,12.27112610619074
baseline,11.411392390635235
baseline,12.208777664288688
baseline,11.254190637321143
baseline,11.834900497215477
baseline,12.016286240512532
baseline,13.457000629866304
baseline,11.180475223871273
baseline,12.836710273249457
baseline,12.039719639158589
baseline,12.193199157990696
baseline,12.021354520685026
baseline,12.213048080759158
baseline,11.86385086160052
baseline,12.825533670007198
baseline,11.690935567220533
baseline,12.626964496668778
baseline,11.584908233249214
baseline,11.917726223061132
baseline,11.34721125881098
baseline,12.219145580419976
baseline,12.81998507161174
baseline,11.907845184879198
baseline,11.83902344054622
baseline,11.323770681895535
baseline,11.820433430198937
baseline,11.06429952114041
baseline,11.435066805347427
baseline,12.084705902470208
baseline,12.74183256778904
baseline,13.696745840393861
baseline,11.617410550513476
baseline,12.813878714022438
baseline,12.094648315163
baseline,11.865253229762292
baseline,12.205867604250518
baseline,11.988518592454925
baseline,12.016721886807074
baseline,11.718255880336605
baseline,11.169210815146135
baseline,11.090701741358272
baseline,12.337124510222623
baseline,11.793291361286638
baseline,11.61205837409427
baseline,11.95752336033277
baseline,12.42215668805266
baseline,12.057544323440766
baseline,11.578344978388758
baseline,12.684679261306295
baseline,12.903590813613913
baseline,12.242584190835151
baseline,12.530261595668982
baseline,12.694318387785483
baseline,12.625657361329694
baseline,12.313735004332496
baseline,12.304335716400539
baseline,12.257491476386983
baseline,11.333260578871561
baseline,12.365552682558816
baseline,11.192135008629373
baseline,11.500830011090127
baseline,12.732292303067833
baseline,12.449459862493809
baseline,12.846289092621287
baseline,11.796165745412189
baseline,11.303130655515815
baseline,11.814047229261973
baseline,12.011851035438339
baseline,11.998442935117163
baseline,12.62784971173625
baseline,11.745028006107095
baseline,12.158296191571422
baseline,11.393148820886484
baseline,12.216358194385634
baseline,11.954395832292294
baseline,11.525830372357882
baseline,11.816687254001152
baseline,11.8463224332871
baseline,11.797034800827749
baseline,13.024385026122598
baseline,11.895673099247064
baseline,11.812065860382452
baseline,10.796942130615236
baseline,11.445422542390105
baseline,11.801086580907853
baseline,11.561629067861798
baseline,12.780624434034058
baseline,11.857378904001067
baseline,12.722961131320343
baseline,11.988395492996332
baseline,11.97418131721312
baseline,11.901240829815379
baseline,11.954794299611148
baseline,12.99124056522447
baseline,10.681315453784242
baseline,10.847245887418348
baseline,11.641891323174471
baseline,11.961014142000016
baseline,12.359188878211494
baseline,12.229849598208721
baseline,11.731950487518022
baseline,12.557859904893014
baseline,12.564651254983602
baseline,12.05970336750218
baseline,12.523577443852437
baseline,12.111598565265506
baseline,11.631558978520978
baseline,12.363810599283617
baseline,12.016848509907199
baseline,11.95337107317865
baseline,12.837294748089963
baseline,10.613584581294191
baseline,11.158617453438175
baseline,11.284065698614633
baseline,11.743894603010224
